,1D9I_00P,1D6W_00R,3QX5_02P,1ZRB_062,3QTV_06P,3TU7_0BM,3QTO_10P,1GHV_120,1GHY_121,1T4V_14A,4HFP_15U,1NZQ_162,1O0D_163,1SB1_165,1SL3_170,1TA2_176,1TA6_177,2ZFP_19U,3UTU_1TS,2ZGB_21U,2ZC9_22U,3DHK_23U,2ZI2_24U,2ZHQ_27U,2ZGX_29U,6EO8_2FN,6EO9_2OJ,2ZNK_31U,2ZO3_33U,2CF9_348,2FEQ_34P,1ZGI_382,2FES_3SP,3DA9_44U,4YES_45S,3DUX_64U,1O2G_696,4LOY_6XS,2JH0_701,4LXB_7R9,2JH6_894,2JH5_895,3F68_91U,3QWC_98P,3P17_99P,3SHC_B01,3SI3_B03,3SI4_B04,1C1V_BAB,4UEH_BEN,1JWT_BLI,1GHW_BMZ,1KTT_C02,2C90_C1M,1KTS_C24,2C8Y_C3M,2C93_C4M,2C8X_C5M,2C8W_C7M,1MU6_CDA,1MU8_CDB,1MUE_CDD,2ANM_CDO,1O5G_CR9,2CF8_ESH,1C5N_ESI,6GBW_EU5,2CN0_F25,4UD9_FQI,1OYT_FSN,2PKS_G44,2R2M_I50,1K21_IGN,1C4U_IH1,1C4V_IH2,6T4A_J5K,1WAY_L02,1WBG_L03,1Z71_L17,1NM6_L86,6TDT_LXW,3EGK_M18,4BAQ_M4Z,4BAK_M67,6T3Q_M6Q,4BAN_M6S,1K22_MEL,1TOM_MIN,3PO1_MKY,4BAM_MM9,4UE7_MRZ,4BAO_MVF,2ANK_N12,4AX9_N5N,4UDW_N6L,2A2X_NA9,6GWE_ODB,1RIW_OSC,3SV2_P05,3SHA_P97,1BCU_PRL,1A4W_QWE,1G32_R11,1BHX_R56,1YPM_RA4,1YPL_RA8,1VZQ_SHY,5AF9_SJR,3C1K_T15,1NT1_T76,1G30_T87,5AFZ_UET,1YPJ_UIB,1YPE_UIP,1YPG_UIR,2BDY_UNB
2ZGX_29U,0.8021978021978022,0.8461538461538461,0.527027027027027,0.7173913043478262,0.43939393939393945,0.5384615384615384,0.47058823529411764,0.8780487804878049,0.8765432098765432,0.7931034482758621,0.7346938775510203,0.6931818181818181,0.7159090909090908,0.6989247311827957,0.8956521739130435,0.6052631578947368,0.6097560975609756,0.38095238095238093,0.5,0.49275362318840576,0.5072463768115942,0.5616438356164384,0.27118644067796616,0.359375,0.0,0.8632478632478633,0.860655737704918,0.1724137931034483,0.2857142857142857,0.6265060240963856,0.5063291139240507,0.8761904761904762,0.5064935064935066,0.5588235294117647,0.6582278481012658,0.5,0.8641975308641976,0.8285714285714285,0.8297872340425532,0.8108108108108107,0.8021978021978022,0.8404255319148937,0.5844155844155844,0.527027027027027,0.5072463768115942,0.56,0.5285714285714286,0.5,0.8658536585365854,0.7321428571428572,0.7333333333333334,0.8717948717948718,0.7619047619047619,0.9130434782608696,0.7835051546391752,0.8518518518518519,0.8620689655172413,0.8854166666666666,0.8888888888888888,0.865979381443299,0.87,0.8932038834951457,0.6206896551724138,0.8775510204081632,0.6296296296296297,0.92,0.6195652173913043,0.7931034482758621,0.8571428571428572,0.75,0.6710526315789473,0.8315789473684211,0.6447368421052632,0.8,0.7272727272727273,0.5,0.9090909090909091,0.9178082191780822,0.9038461538461539,0.8686868686868687,0.5217391304347826,0.7613636363636364,0.3943661971830986,0.410958904109589,0.5277777777777778,0.4084507042253521,0.48571428571428577,0.589041095890411,0.8072289156626506,0.41666666666666663,0.7966101694915254,0.3970588235294118,0.696629213483146,0.7216494845360825,0.547945205479452,0.6853932584269663,0.787037037037037,0.76,0.4696969696969697,0.56,0.9230769230769231,0.7798165137614679,0.7241379310344828,0.7727272727272727,0.5783132530120482,0.5853658536585367,0.7241379310344828,0.8513513513513513,0.85,0.89,0.7475728155339806,0.7215189873417722,0.7613636363636364,0.7126436781609196,0.7241379310344828,0.6626506024096386
6EO8_2FN,0.85,0.8449612403100775,0.8205128205128205,0.8240000000000001,0.8421052631578947,0.856,0.8434782608695652,0.9196428571428571,0.9189189189189189,0.8448275862068966,0.849624060150376,0.848,0.8548387096774194,0.8372093023255813,0.8444444444444444,0.8362068965517242,0.8083333333333333,0.8090909090909091,0.8531468531468531,0.7909090909090909,0.8214285714285714,0.8245614035087719,0.8608695652173913,0.864406779661017,0.8632478632478633,0.0,0.25,0.8461538461538461,0.8677685950413223,0.8740157480314961,0.8692307692307693,0.8863636363636364,0.8387096774193549,0.8454545454545455,0.8362068965517242,0.8245614035087719,0.9099099099099099,0.8125,0.7913043478260869,0.8074074074074074,0.7787610619469026,0.7787610619469026,0.8205128205128205,0.8305084745762712,0.8521739130434782,0.7982456140350878,0.8214285714285714,0.8448275862068966,0.9203539823008849,0.9473684210526316,0.8650793650793651,0.926605504587156,0.8916666666666666,0.9052631578947369,0.8692307692307693,0.9107142857142857,0.8771929824561404,0.8571428571428572,0.8625954198473282,0.888,0.8818897637795275,0.8650793650793651,0.8712121212121212,0.8790322580645161,0.8709677419354839,0.9108910891089109,0.8444444444444444,0.8925619834710744,0.8522727272727273,0.8782608695652174,0.8793103448275862,0.88,0.8717948717948718,0.8467741935483871,0.8347107438016529,0.8245614035087719,0.8811881188118812,0.9306930693069306,0.8373983739837398,0.8536585365853658,0.8508771929824561,0.8305084745762712,0.8650793650793651,0.8671875,0.8260869565217391,0.864,0.8559322033898304,0.831858407079646,0.8571428571428572,0.8650793650793651,0.9473684210526316,0.8688524590163934,0.8846153846153846,0.8832116788321168,0.8362068965517242,0.859375,0.8732394366197183,0.8582089552238806,0.8495575221238938,0.829059829059829,0.9468085106382979,0.8345323741007195,0.8888888888888888,0.8677685950413223,0.8425196850393701,0.84,0.8976377952755905,0.8712871287128713,0.8923076923076922,0.8888888888888888,0.8633093525179856,0.907563025210084,0.8780487804878049,0.872,0.8888888888888888,0.8976377952755905
6EO9_2OJ,0.8292682926829268,0.8345864661654135,0.819672131147541,0.8046875,0.8403361344537815,0.8538461538461538,0.8319327731092436,0.923728813559322,0.9137931034482758,0.8429752066115702,0.8642857142857143,0.8461538461538461,0.84375,0.8270676691729324,0.851063829787234,0.8347107438016529,0.7983870967741935,0.808695652173913,0.8356164383561644,0.7913043478260869,0.8103448275862069,0.8235294117647058,0.8583333333333334,0.8617886178861789,0.860655737704918,0.25,0.0,0.8442622950819672,0.8650793650793651,0.8625954198473282,0.8666666666666667,0.8992805755395683,0.8461538461538461,0.8434782608695652,0.8347107438016529,0.8235294117647058,0.9145299145299145,0.8208955223880597,0.7815126050420168,0.8156028368794326,0.7692307692307692,0.7899159663865546,0.819672131147541,0.819672131147541,0.8403361344537815,0.788135593220339,0.8103448275862069,0.8429752066115702,0.9152542372881356,0.94,0.8625954198473282,0.9210526315789473,0.8790322580645161,0.9215686274509804,0.8582089552238806,0.905982905982906,0.8739495798319328,0.864,0.8686131386861313,0.8931297709923665,0.887218045112782,0.8712121212121212,0.8518518518518519,0.875968992248062,0.859375,0.9056603773584906,0.8345323741007195,0.88,0.8494623655913979,0.865546218487395,0.8760330578512396,0.8769230769230769,0.8688524590163934,0.8267716535433071,0.8240000000000001,0.8135593220338984,0.8981481481481481,0.9345794392523364,0.8538461538461538,0.8778625954198473,0.8487394957983193,0.819672131147541,0.8625954198473282,0.8646616541353384,0.8151260504201681,0.8615384615384616,0.8536585365853658,0.8305084745762712,0.8547008547008547,0.8625954198473282,0.94,0.8661417322834646,0.8814814814814815,0.8802816901408451,0.825,0.8571428571428572,0.8783783783783784,0.8642857142857143,0.8376068376068376,0.8278688524590164,0.9393939393939394,0.8251748251748252,0.8769230769230769,0.856,0.8409090909090909,0.8294573643410853,0.8854961832061069,0.8785046728971962,0.8888888888888888,0.8854961832061069,0.8531468531468531,0.8943089430894309,0.8571428571428572,0.8515625,0.8682170542635659,0.8939393939393939
2ZNK_31U,0.8064516129032258,0.8490566037735849,0.5394736842105263,0.7234042553191489,0.4558823529411765,0.55,0.48571428571428577,0.8809523809523809,0.8795180722891567,0.797752808988764,0.74,0.7142857142857143,0.7362637362637363,0.7052631578947368,0.8879310344827587,0.6153846153846154,0.6352941176470588,0.49275362318840576,0.5108695652173914,0.36923076923076925,0.5211267605633803,0.5733333333333333,0.32258064516129037,0.3787878787878788,0.1724137931034483,0.8461538461538461,0.8442622950819672,0.0,0.3076923076923077,0.5853658536585367,0.5365853658536586,0.8785046728971962,0.5375,0.5915492957746479,0.6666666666666667,0.5138888888888888,0.8674698795180723,0.8317757009345794,0.8210526315789474,0.8141592920353982,0.7934782608695652,0.8315789473684211,0.5949367088607596,0.5394736842105263,0.5211267605633803,0.5714285714285714,0.5416666666666667,0.5138888888888888,0.8554216867469879,0.7413793103448276,0.7391304347826086,0.875,0.7674418604651163,0.9,0.8,0.8554216867469879,0.8651685393258427,0.8877551020408163,0.8807339449541285,0.8686868686868687,0.8725490196078431,0.8952380952380953,0.6444444444444444,0.88,0.5875,0.922077922077922,0.6276595744680851,0.7701149425287357,0.8615384615384616,0.7560975609756098,0.6623376623376623,0.8350515463917526,0.6708860759493671,0.8041237113402062,0.7333333333333334,0.5138888888888888,0.9113924050632911,0.92,0.8952380952380953,0.86,0.5352112676056338,0.7666666666666666,0.43243243243243246,0.4473684210526315,0.5405405405405406,0.4246575342465754,0.5,0.6,0.8255813953488372,0.43243243243243246,0.8032786885245902,0.41428571428571426,0.7032967032967032,0.7142857142857143,0.56,0.6777777777777778,0.7685185185185185,0.7647058823529411,0.4852941176470589,0.5714285714285714,0.9253731343283582,0.7837837837837838,0.7303370786516854,0.7777777777777778,0.5185185185185186,0.525,0.7303370786516854,0.8552631578947368,0.8415841584158416,0.892156862745098,0.7641509433962264,0.7283950617283951,0.7386363636363636,0.6896551724137931,0.7011494252873562,0.6705882352941177
2ZO3_33U,0.7717391304347826,0.819047619047619,0.5512820512820513,0.7021276595744681,0.4714285714285714,0.5432098765432098,0.5,0.8837209302325582,0.8823529411764706,0.8021978021978022,0.7326732673267327,0.7065217391304348,0.7282608695652174,0.6559139784946236,0.8803418803418803,0.4057971014492754,0.6590909090909092,0.547945205479452,0.5368421052631579,0.56,0.5138888888888888,0.3484848484848485,0.36923076923076925,0.32307692307692304,0.2857142857142857,0.8677685950413223,0.8650793650793651,0.3076923076923077,0.0,0.6741573033707865,0.5476190476190477,0.8703703703703703,0.5125,0.38095238095238093,0.6746987951807228,0.5466666666666666,0.8433734939759037,0.8454545454545455,0.8484848484848485,0.817391304347826,0.8229166666666666,0.846938775510204,0.6049382716049383,0.5512820512820513,0.5138888888888888,0.5641025641025641,0.5342465753424658,0.527027027027027,0.8588235294117648,0.6842105263157895,0.6888888888888889,0.8641975308641976,0.7586206896551724,0.9178082191780822,0.803921568627451,0.8313253012048193,0.8426966292134832,0.8673469387755102,0.8828828828828829,0.86,0.8529411764705882,0.8761904761904762,0.6373626373626373,0.8932038834951457,0.6627906976744187,0.9102564102564102,0.5760869565217391,0.7888888888888889,0.8656716417910448,0.7619047619047619,0.6875,0.8020833333333334,0.6625,0.8080808080808081,0.6818181818181819,0.5068493150684932,0.9135802469135803,0.9358974358974359,0.8761904761904762,0.8514851485148515,0.29032258064516125,0.7717391304347826,0.4675324675324676,0.4810126582278481,0.5333333333333333,0.4605263157894737,0.4931506849315068,0.5733333333333333,0.8426966292134832,0.4675324675324676,0.828125,0.4305555555555556,0.6956521739130435,0.7070707070707071,0.5526315789473684,0.6989247311827957,0.7727272727272727,0.7450980392156863,0.4782608695652174,0.5641025641025641,0.9428571428571428,0.7876106194690266,0.7362637362637363,0.7272727272727273,0.6136363636363636,0.5542168674698795,0.7362637362637363,0.858974358974359,0.8217821782178218,0.8942307692307693,0.7685185185185185,0.6708860759493671,0.7978723404255319,0.7526881720430108,0.7362637362637363,0.6781609195402298
2CF9_348,0.8557692307692308,0.8596491228070176,0.7857142857142857,0.8468468468468469,0.7849462365591398,0.7474747474747474,0.7872340425531915,0.8791208791208791,0.8901098901098901,0.8144329896907216,0.8347826086956522,0.8095238095238095,0.7941176470588236,0.8198198198198199,0.8951612903225806,0.8282828282828283,0.819047619047619,0.782608695652174,0.6936936936936937,0.7472527472527473,0.7978723404255319,0.8144329896907216,0.6341463414634146,0.6627906976744187,0.6265060240963856,0.8740157480314961,0.8625954198473282,0.5853658536585367,0.6741573033707865,0.0,0.7692307692307692,0.896551724137931,0.7623762376237624,0.8260869565217391,0.8282828282828283,0.7894736842105263,0.8666666666666667,0.8434782608695652,0.8235294117647058,0.8360655737704918,0.81,0.8333333333333334,0.81,0.7857142857142857,0.8105263157894737,0.7959183673469388,0.8105263157894737,0.7894736842105263,0.8681318681318682,0.7727272727272727,0.819047619047619,0.8863636363636364,0.8,0.8961038961038961,0.8256880733944953,0.8804347826086957,0.8645833333333334,0.8640776699029127,0.8288288288288288,0.8990825688073394,0.8918918918918919,0.9026548672566371,0.7735849056603774,0.8679245283018868,0.16666666666666663,0.9294117647058824,0.7876106194690266,0.5064935064935066,0.8767123287671232,0.5897435897435898,0.752808988764045,0.8476190476190476,0.8585858585858586,0.8411214953271028,0.7920792079207921,0.7894736842105263,0.9195402298850575,0.9012345679012346,0.8828828828828829,0.8598130841121495,0.8210526315789474,0.8217821782178218,0.6947368421052631,0.7010309278350515,0.8041237113402062,0.6914893617021276,0.7526881720430108,0.7978723404255319,0.8404255319148937,0.6947368421052631,0.8260869565217391,0.6777777777777778,0.7766990291262136,0.7818181818181819,0.8041237113402062,0.73,0.825,0.8448275862068966,0.8064516129032258,0.8080808080808081,0.9189189189189189,0.856,0.7395833333333333,0.8431372549019608,0.7450980392156863,0.7524752475247525,0.625,0.7974683544303798,0.8738738738738738,0.8584905660377359,0.7807017543859649,0.8064516129032258,0.6629213483146068,0.49382716049382713,0.5061728395061729,0.7653061224489796
2FEQ_34P,0.8173076923076923,0.8347826086956522,0.6630434782608696,0.7547169811320755,0.6395348837209303,0.6086956521739131,0.6436781609195402,0.9183673469387755,0.9175257731958762,0.797979797979798,0.7454545454545455,0.5978260869565217,0.5888888888888889,0.6224489795918368,0.9069767441860466,0.6666666666666667,0.6526315789473685,0.6352941176470588,0.6576576576576576,0.6590909090909092,0.6395348837209303,0.6629213483146068,0.5853658536585367,0.6,0.5063291139240507,0.8692307692307693,0.8666666666666667,0.5365853658536586,0.5476190476190477,0.7692307692307692,0.0,0.8813559322033898,0.3026315789473685,0.6506024096385542,0.736842105263158,0.5662650602409638,0.8958333333333334,0.8583333333333334,0.8301886792452831,0.832,0.839622641509434,0.8504672897196262,0.5862068965517242,0.6630434782608696,0.6235294117647059,0.6136363636363636,0.6071428571428572,0.6477272727272727,0.8969072164948454,0.8194444444444444,0.7572815533980582,0.9032258064516129,0.8316831683168316,0.9404761904761905,0.831858407079646,0.8854166666666666,0.9029126213592233,0.9099099099099099,0.9105691056910569,0.8928571428571429,0.8859649122807017,0.896551724137931,0.45977011494252873,0.8928571428571429,0.7745098039215687,0.9325842696629214,0.6442307692307692,0.8557692307692308,0.8831168831168831,0.8484848484848485,0.8144329896907216,0.8425925925925926,0.43999999999999995,0.8363636363636364,0.7766990291262136,0.632183908045977,0.9111111111111111,0.9431818181818182,0.9152542372881356,0.8947368421052632,0.6352941176470588,0.8173076923076923,0.5617977528089888,0.5714285714285714,0.6363636363636364,0.5730337078651686,0.5542168674698795,0.6395348837209303,0.8350515463917526,0.5777777777777777,0.8194444444444444,0.5529411764705883,0.5555555555555556,0.7222222222222222,0.651685393258427,0.5604395604395604,0.8016528925619835,0.8,0.6144578313253012,0.6444444444444444,0.9230769230769231,0.7542372881355932,0.8095238095238095,0.803921568627451,0.6666666666666667,0.6458333333333333,0.8207547169811321,0.9120879120879121,0.868421052631579,0.8738738738738738,0.7672413793103449,0.826530612244898,0.8715596330275229,0.8333333333333334,0.8317757009345794,0.8207547169811321
1ZGI_382,0.8818181818181818,0.8739495798319328,0.8715596330275229,0.8813559322033898,0.8640776699029127,0.8468468468468469,0.8761904761904762,0.9183673469387755,0.8947368421052632,0.8666666666666667,0.859504132231405,0.8584070796460177,0.8558558558558559,0.8461538461538461,0.8050847457627118,0.8785046728971962,0.8771929824561404,0.8846153846153846,0.8880597014925373,0.8867924528301887,0.875,0.8878504672897196,0.8737864077669903,0.8557692307692308,0.8761904761904762,0.8863636363636364,0.8992805755395683,0.8785046728971962,0.8703703703703703,0.896551724137931,0.8813559322033898,0.0,0.8584070796460177,0.88,0.8679245283018868,0.8666666666666667,0.8958333333333334,0.8487394957983193,0.8727272727272728,0.8503937007874016,0.8818181818181818,0.8818181818181818,0.8818181818181818,0.8611111111111112,0.8415841584158416,0.8269230769230769,0.8415841584158416,0.8666666666666667,0.9081632653061225,0.9102564102564102,0.8771929824561404,0.9032258064516129,0.8431372549019608,0.9146341463414634,0.8521739130434782,0.8969072164948454,0.9134615384615384,0.9196428571428571,0.8547008547008547,0.819047619047619,0.8348623853211009,0.8148148148148149,0.8739495798319328,0.8518518518518519,0.9035087719298246,0.9444444444444444,0.872,0.8981481481481481,0.9382716049382716,0.8932038834951457,0.8725490196078431,0.8425925925925926,0.9065420560747663,0.905982905982906,0.8849557522123894,0.8557692307692308,0.8863636363636364,0.9431818181818182,0.8771929824561404,0.8440366972477065,0.8514851485148515,0.8611111111111112,0.8771929824561404,0.8793103448275862,0.8349514563106796,0.8660714285714286,0.8679245283018868,0.8640776699029127,0.9238095238095239,0.8771929824561404,0.9375,0.8715596330275229,0.8596491228070176,0.85,0.8679245283018868,0.8706896551724138,0.8671875,0.8870967741935484,0.8383838383838383,0.8380952380952381,0.9230769230769231,0.8425196850393701,0.8532110091743119,0.8909090909090909,0.9,0.8793103448275862,0.8938053097345133,0.8876404494382022,0.868421052631579,0.8425925925925926,0.8467741935483871,0.8942307692307693,0.8918918918918919,0.8849557522123894,0.8738738738738738,0.8839285714285714
2FES_3SP,0.8118811881188119,0.8303571428571428,0.6666666666666667,0.7352941176470589,0.6428571428571428,0.5632183908045977,0.6470588235294117,0.9270833333333334,0.9263157894736842,0.8041237113402062,0.7264150943396226,0.5681818181818181,0.5581395348837209,0.6105263157894737,0.8870967741935484,0.6395348837209303,0.6263736263736264,0.6385542168674698,0.6355140186915889,0.6627906976744187,0.6428571428571428,0.6352941176470588,0.5512820512820513,0.5679012345679013,0.5064935064935066,0.8387096774193549,0.8461538461538461,0.5375,0.5125,0.7623762376237624,0.3026315789473685,0.8584070796460177,0.0,0.620253164556962,0.7,0.5679012345679013,0.8924731182795699,0.8245614035087719,0.79,0.7983193277310925,0.7878787878787878,0.8118811881188119,0.5542168674698795,0.6666666666666667,0.6428571428571428,0.632183908045977,0.6265060240963856,0.6511627906976745,0.8936170212765957,0.7941176470588236,0.75,0.9120879120879121,0.85,0.9382716049382716,0.8482142857142857,0.8936170212765957,0.9,0.897196261682243,0.9173553719008265,0.8691588785046729,0.8727272727272728,0.8738738738738738,0.4767441860465116,0.8899082568807339,0.7551020408163265,0.8780487804878049,0.62,0.8514851485148515,0.8309859154929577,0.8315789473684211,0.8085106382978724,0.8380952380952381,0.41666666666666663,0.8207547169811321,0.77,0.6511627906976745,0.9080459770114943,0.9411764705882353,0.9130434782608696,0.8818181818181818,0.6219512195121951,0.8,0.5294117647058824,0.5402298850574713,0.6551724137931034,0.5411764705882354,0.5189873417721519,0.6265060240963856,0.8172043010752688,0.5465116279069768,0.8115942028985508,0.5185185185185186,0.5730337078651686,0.7142857142857143,0.6551724137931034,0.5777777777777777,0.7966101694915254,0.7727272727272727,0.6341463414634146,0.6629213483146068,0.9342105263157895,0.7692307692307692,0.8269230769230769,0.7857142857142857,0.6421052631578947,0.6195652173913043,0.7920792079207921,0.9213483146067416,0.8648648648648649,0.8598130841121495,0.8034188034188035,0.8085106382978724,0.8461538461538461,0.8058252427184466,0.803921568627451,0.8155339805825242
3DA9_44U,0.7738095238095238,0.8125,0.5492957746478873,0.6976744186046512,0.5076923076923077,0.5789473684210527,0.5151515151515151,0.9113924050632911,0.9102564102564102,0.8488372093023255,0.7446808510638299,0.7471264367816092,0.7411764705882353,0.6470588235294117,0.8899082568807339,0.360655737704918,0.6153846153846154,0.523076923076923,0.7227722772277227,0.5588235294117647,0.5303030303030303,0.35,0.6086956521739131,0.625,0.5588235294117647,0.8454545454545455,0.8434782608695652,0.5915492957746479,0.38095238095238093,0.8260869565217391,0.6506024096385542,0.88,0.620253164556962,0.0,0.6486486486486487,0.5857142857142856,0.868421052631579,0.8415841584158416,0.8314606741573034,0.8113207547169812,0.8023255813953488,0.8160919540229885,0.6266666666666667,0.5492957746478873,0.5303030303030303,0.5633802816901409,0.5303030303030303,0.5223880597014925,0.8846153846153846,0.8596491228070176,0.7142857142857143,0.8918918918918919,0.8333333333333334,0.9384615384615385,0.845360824742268,0.8243243243243243,0.8227848101265822,0.8651685393258427,0.8712871287128713,0.8571428571428572,0.8494623655913979,0.875,0.7741935483870968,0.8817204301075269,0.8202247191011236,0.9130434782608696,0.6404494382022472,0.8072289156626506,0.8813559322033898,0.825,0.8690476190476191,0.8333333333333334,0.6142857142857143,0.8260869565217391,0.7380952380952381,0.5441176470588236,0.9166666666666666,0.9420289855072463,0.851063829787234,0.8351648351648352,0.3157894736842105,0.7283950617283951,0.6829268292682926,0.625,0.5507246376811594,0.6951219512195121,0.6666666666666667,0.5303030303030303,0.8658536585365854,0.6987951807228916,0.8793103448275862,0.6962025316455696,0.8297872340425532,0.7708333333333334,0.5507246376811594,0.8191489361702128,0.8095238095238095,0.7311827956989247,0.515625,0.5633802816901409,0.9333333333333333,0.7788461538461539,0.8829787234042553,0.7088607594936709,0.6341463414634146,0.5526315789473684,0.8947368421052632,0.855072463768116,0.8279569892473118,0.8829787234042553,0.8611111111111112,0.8125,0.8681318681318682,0.8222222222222222,0.8333333333333334,0.8461538461538461
4YES_45S,0.84375,0.8490566037735849,0.5949367088607596,0.5,0.6363636363636364,0.7252747252747253,0.6582278481012658,0.8941176470588236,0.8928571428571429,0.8111111111111111,0.822429906542056,0.8061224489795918,0.826530612244898,0.77,0.8055555555555556,0.5,0.55,0.5555555555555556,0.719626168224299,0.5675675675675675,0.5810810810810811,0.5733333333333333,0.631578947368421,0.6625,0.6582278481012658,0.8362068965517242,0.8347107438016529,0.6666666666666667,0.6746987951807228,0.8282828282828283,0.736842105263158,0.8679245283018868,0.7,0.6486486486486487,0.0,0.5921052631578947,0.8809523809523809,0.8207547169811321,0.845360824742268,0.8141592920353982,0.8191489361702128,0.84375,0.6125,0.6125,0.6708860759493671,0.5897435897435898,0.6538461538461539,0.6625,0.8690476190476191,0.9264705882352942,0.7916666666666666,0.8888888888888888,0.8723404255319149,0.8840579710144928,0.8571428571428572,0.8953488372093024,0.8777777777777778,0.8404255319148937,0.8269230769230769,0.8210526315789474,0.8613861386138614,0.8282828282828283,0.8155339805825242,0.845360824742268,0.7849462365591398,0.922077922077922,0.550561797752809,0.8111111111111111,0.8615384615384616,0.7857142857142857,0.8426966292134832,0.846938775510204,0.7647058823529411,0.84,0.8247422680412371,0.6790123456790124,0.821917808219178,0.8428571428571429,0.84,0.8484848484848485,0.6493506493506493,0.6785714285714286,0.7252747252747253,0.7311827956989247,0.6666666666666667,0.7222222222222222,0.7142857142857143,0.6875,0.8522727272727273,0.7252747252747253,0.9104477611940298,0.7241379310344828,0.854368932038835,0.822429906542056,0.5205479452054795,0.8446601941747574,0.8333333333333334,0.822429906542056,0.6623376623376623,0.625,0.9253731343283582,0.8362068965517242,0.8811881188118812,0.8172043010752688,0.736842105263158,0.7311827956989247,0.87,0.8846153846153846,0.8640776699029127,0.7978723404255319,0.8608695652173913,0.8804347826086957,0.84375,0.8,0.8105263157894737,0.8585858585858586
3DUX_64U,0.8043478260869565,0.8476190476190476,0.4285714285714286,0.6162790697674418,0.47058823529411764,0.6309523809523809,0.4782608695652174,0.8928571428571429,0.8780487804878049,0.7816091954022988,0.7864077669902912,0.6666666666666667,0.7045454545454546,0.5813953488372092,0.8363636363636364,0.49295774647887325,0.5064935064935066,0.22413793103448276,0.6534653465346535,0.25,0.23728813559322037,0.31746031746031744,0.6081081081081081,0.5866666666666667,0.5,0.8245614035087719,0.8235294117647058,0.5138888888888888,0.5466666666666666,0.7894736842105263,0.5662650602409638,0.8666666666666667,0.5679012345679013,0.5857142857142856,0.5921052631578947,0.0,0.8518518518518519,0.8301886792452831,0.8191489361702128,0.8018018018018018,0.8043478260869565,0.8172043010752688,0.25396825396825395,0.4931506849315068,0.47058823529411764,0.42028985507246375,0.49275362318840576,0.5070422535211268,0.8674698795180723,0.8923076923076922,0.7222222222222222,0.8875,0.8333333333333334,0.8985507246376812,0.8446601941747574,0.810126582278481,0.8372093023255813,0.7586206896551724,0.8252427184466019,0.8673469387755102,0.8823529411764706,0.85,0.6847826086956521,0.8556701030927836,0.7692307692307692,0.8918918918918919,0.5934065934065934,0.7954545454545454,0.859375,0.7976190476190477,0.8275862068965517,0.845360824742268,0.6133333333333333,0.8144329896907216,0.7978723404255319,0.48571428571428577,0.8513513513513513,0.9189189189189189,0.8144329896907216,0.8229166666666666,0.5285714285714286,0.625,0.6144578313253012,0.6235294117647059,0.42647058823529416,0.6097560975609756,0.5921052631578947,0.5555555555555556,0.8764044943820225,0.6144578313253012,0.8923076923076922,0.5897435897435898,0.7419354838709677,0.75,0.4029850746268657,0.7446808510638299,0.831858407079646,0.7745098039215687,0.4545454545454546,0.48611111111111116,0.9076923076923077,0.7818181818181819,0.845360824742268,0.7752808988764045,0.6923076923076923,0.6395348837209303,0.8571428571428572,0.8831168831168831,0.84,0.7956989247311828,0.8181818181818181,0.8,0.865979381443299,0.8229166666666666,0.8085106382978724,0.8210526315789474
1O2G_696,0.872093023255814,0.851063829787234,0.8452380952380952,0.8602150537634409,0.8481012658227848,0.8539325842696629,0.85,0.6206896551724138,0.6610169491525424,0.8928571428571429,0.8686868686868687,0.8555555555555556,0.8651685393258427,0.8645833333333334,0.8725490196078431,0.8674698795180723,0.9148936170212766,0.8461538461538461,0.8818181818181818,0.85,0.8181818181818181,0.8375,0.875,0.8375,0.8641975308641976,0.9099099099099099,0.9145299145299145,0.8674698795180723,0.8433734939759037,0.8666666666666667,0.8958333333333334,0.8958333333333334,0.8924731182795699,0.868421052631579,0.8809523809523809,0.8518518518518519,0.0,0.900990099009901,0.9230769230769231,0.8990825688073394,0.9222222222222223,0.9222222222222223,0.872093023255814,0.8588235294117648,0.8625,0.8571428571428572,0.8625,0.8518518518518519,0.6935483870967742,0.7959183673469388,0.8791208791208791,0.5660377358490566,0.8205128205128205,0.9137931034482758,0.8602150537634409,0.8260869565217391,0.8701298701298701,0.8690476190476191,0.8387096774193549,0.898876404494382,0.9139784946236559,0.9032258064516129,0.8865979381443299,0.7105263157894737,0.875,0.7678571428571428,0.8725490196078431,0.9058823529411765,0.8461538461538461,0.8108108108108107,0.8441558441558441,0.875,0.9166666666666666,0.8913043478260869,0.8764044943820225,0.8658536585365854,0.8923076923076922,0.8833333333333333,0.8666666666666667,0.9010989010989011,0.875,0.872093023255814,0.8913043478260869,0.8936170212765957,0.8536585365853658,0.8901098901098901,0.8674698795180723,0.8625,0.8987341772151899,0.8913043478260869,0.9272727272727272,0.8850574712643678,0.8936170212765957,0.845360824742268,0.8536585365853658,0.8947368421052632,0.8773584905660378,0.8686868686868687,0.858974358974359,0.8705882352941177,0.8846153846153846,0.8796296296296297,0.8620689655172413,0.8571428571428572,0.8478260869565217,0.8571428571428572,0.875,0.8412698412698413,0.8924731182795699,0.9239130434782609,0.8640776699029127,0.8289473684210527,0.8588235294117648,0.8636363636363636,0.8620689655172413,0.8488372093023255
