,3UNJ_0BX,3UNK_0BY,2DS1_1CD,3ULI_1N3,1GII_1PU,1VYW_292,1H1Q_2A6,3LE6_2BZ,4NJ3_2KD,2R3O_2SC,2DUV_371,1V1K_3FP,4BGH_3I6,4RJ3_3QS,2R3P_3SC,1H1S_4SP,2BPM_529,5D1J_56H,1P2A_5BN,1YKR_628,1H1R_6CP,2R64_740,4CFV_75X,4ACM_7YG,5MHQ_8QT,3LFS_A07,3LFN_A27,2BHE_BRY,2UZO_C62,2UZL_C94,2UZE_C95,2UZN_C96,2XMY_CDK,1WCC_CIG,2C5O_CK2,1PXN_CK6,2C5N_CK8,1E1V_CMG,2C68_CT6,1Y8Y_CT7,2C69_CT8,1Y91_CT9,2B53_D23,2B55_D31,2B52_D42,2C6I_DT1,2C6K_DT2,2C6L_DT4,2C6M_DT5,1DI8_DTQ,3IG7_EFP,3IGG_EFQ,3EZR_EZR,3EZV_EZV,6GUH_FB8,6GUK_FC8,6GVA_FCQ,1R78_FMD,2W05_FRT,1OIQ_HDU,1OIR_HDY,6Q4E_HH5,6Q4G_HJK,2W17_I19,5JQ5_I74,2VV9_IM9,1E9H_INR,4CFN_JYM,2W1H_L0F,2FVD_LIA,1KE5_LS1,1KE6_LS2,1KE7_LS3,1KE8_LS4,1KE9_LS5,2VTA_LZ1,2VTH_LZ2,2VTI_LZ3,2VTJ_LZ4,2VTL_LZ5,2VTN_LZ7,2VTO_LZ8,2VTP_LZ9,2VTQ_LZA,2VTR_LZB,2VTS_LZC,2VTT_LZD,2VU3_LZE,3BHT_MFR,3BHU_MHR,2C5Y_MTW,1OI9_N20,1OIY_N41,1VYZ_N5B,1OIU_N76,3NS9_NS9,2G9X_NU5,1E1X_NW1,2WIH_P48,3WBL_PDY,1PYE_PM1,3S2P_PMU,2IW6_QQ2,5IEV_R0N,3MY5_RFZ,3DDQ_RRC,2R3F_SC8,2R3G_SC9,2R3H_SCE,2R3I_SCF,2R3J_SCJ,2R3K_SCQ,2R3L_SCW,2R3M_SCX,2R3N_SCZ,4CFW_SQ9,3PY0_SU9,4BCP_T3C,4BCK_T3E,4BCO_T6Q,4BCM_T7Z,4BCN_T9N,4BCQ_TJF,2BTS_U32,2BTR_U73,3BHV_VAR,2XNB_Y8L,2EXM_ZIP
2C5O_CK2,0.8545454545454545,0.8709677419354839,0.9125,0.8875,0.9142857142857143,0.8888888888888888,0.8939393939393939,0.8805970149253731,0.9113924050632911,0.8985507246376812,0.9189189189189189,0.922077922077922,0.8787878787878788,0.875,0.9054054054054054,0.8888888888888888,0.8873239436619719,0.8888888888888888,0.927536231884058,0.9154929577464789,0.9014084507042254,0.9054054054054054,0.8235294117647058,0.8552631578947368,0.8648648648648649,0.8939393939393939,0.8955223880597015,0.9322033898305084,0.8888888888888888,0.9090909090909091,0.9117647058823529,0.8840579710144928,0.7272727272727273,0.8536585365853658,0.0,0.6274509803921569,0.5,0.8421052631578947,0.8805970149253731,0.8688524590163934,0.8656716417910448,0.9113924050632911,0.8548387096774194,0.9125,0.7605633802816901,0.9054054054054054,0.8985507246376812,0.9027777777777778,0.9027777777777778,0.9032258064516129,0.8823529411764706,0.8769230769230769,0.875,0.863013698630137,0.8095238095238095,0.8974358974358975,0.8472222222222222,0.9113924050632911,0.8194444444444444,0.75,0.8243243243243243,0.8,0.8360655737704918,0.9036144578313253,0.9,0.8378378378378378,0.935483870967742,0.8709677419354839,0.8888888888888888,0.8846153846153846,0.921875,0.8767123287671232,0.9358974358974359,0.8714285714285714,0.927536231884058,0.8571428571428572,0.9148936170212766,0.8852459016393442,0.8928571428571429,0.86,0.875,0.9016393442622951,0.9032258064516129,0.9117647058823529,0.9180327868852459,0.8985507246376812,0.9014084507042254,0.9117647058823529,0.5957446808510638,0.6274509803921569,0.9512195121951219,0.8970588235294118,0.8888888888888888,0.8947368421052632,0.8947368421052632,0.904109589041096,0.9156626506024097,0.8771929824561404,0.9113924050632911,0.863013698630137,0.8888888888888888,0.8135593220338984,0.9036144578313253,0.8904109589041096,0.9344262295081968,0.8873239436619719,0.8923076923076922,0.8805970149253731,0.8392857142857143,0.890625,0.8955223880597015,0.90625,0.8923076923076922,0.8208955223880597,0.9014084507042254,0.8356164383561644,0.9047619047619048,0.8205128205128205,0.7971014492753623,0.8414634146341463,0.8571428571428572,0.803030303030303,0.8354430379746836,0.8392857142857143,0.8387096774193549,0.6862745098039216,0.7121212121212122,0.8727272727272728
1PXN_CK6,0.6842105263157895,0.71875,0.9239130434782609,0.8901098901098901,0.9,0.8918918918918919,0.8356164383561644,0.8987341772151899,0.8604651162790697,0.8571428571428572,0.9047619047619048,0.8554216867469879,0.7714285714285715,0.8658536585365854,0.8928571428571429,0.8354430379746836,0.9166666666666666,0.8780487804878049,0.9512195121951219,0.8441558441558441,0.8607594936708861,0.9186046511627907,0.8780487804878049,0.8352941176470589,0.8292682926829268,0.8961038961038961,0.8378378378378378,0.9436619718309859,0.9487179487179487,0.9565217391304348,0.9382716049382716,0.927710843373494,0.5882352941176471,0.9272727272727272,0.6274509803921569,0.0,0.4423076923076923,0.9166666666666666,0.8987341772151899,0.8088235294117647,0.8860759493670887,0.8735632183908046,0.8933333333333333,0.9239130434782609,0.8235294117647058,0.8658536585365854,0.8571428571428572,0.8625,0.8625,0.8235294117647058,0.8860759493670887,0.881578947368421,0.9263157894736842,0.9080459770114943,0.6615384615384615,0.8735632183908046,0.8554216867469879,0.9347826086956522,0.6712328767123288,0.6984126984126984,0.6621621621621622,0.9,0.8933333333333333,0.8023255813953488,0.8888888888888888,0.6933333333333334,0.9459459459459459,0.935064935064935,0.8767123287671232,0.8876404494382022,0.875,0.8536585365853658,0.9204545454545454,0.8333333333333334,0.8974358974358975,0.9090909090909091,0.8947368421052632,0.8732394366197183,0.84375,0.8688524590163934,0.8461538461538461,0.8714285714285714,0.8732394366197183,0.9113924050632911,0.9166666666666666,0.9135802469135803,0.9024390243902439,0.8974358974358975,0.8,0.8115942028985508,0.946236559139785,0.7391304347826086,0.8205128205128205,0.8970588235294118,0.8705882352941177,0.8780487804878049,0.8409090909090909,0.9444444444444444,0.775,0.8271604938271605,0.9210526315789473,0.8611111111111112,0.8426966292134832,0.7922077922077921,0.9305555555555556,0.8481012658227848,0.88,0.8701298701298701,0.8507462686567164,0.8783783783783784,0.868421052631579,0.8918918918918919,0.88,0.8625,0.875,0.9101123595505618,0.92,0.6666666666666667,0.6231884057971014,0.6625,0.8,0.532258064516129,0.6493506493506493,0.7777777777777778,0.8648648648648649,0.8208955223880597,0.7875,0.8787878787878788
2C5N_CK8,0.7017543859649122,0.734375,0.898876404494382,0.9010989010989011,0.9125,0.8904109589041096,0.8169014084507042,0.8974358974358975,0.9222222222222223,0.8701298701298701,0.9418604651162791,0.8395061728395061,0.7857142857142857,0.8641975308641976,0.891566265060241,0.8181818181818181,0.9156626506024097,0.8902439024390244,0.9240506329113924,0.8571428571428572,0.8441558441558441,0.9176470588235294,0.8902439024390244,0.8333333333333334,0.8414634146341463,0.8947368421052632,0.8961038961038961,0.9428571428571428,0.9342105263157895,0.9444444444444444,0.9375,0.926829268292683,0.582089552238806,0.9259259259259259,0.5,0.4423076923076923,0.0,0.9,0.8831168831168831,0.8059701492537313,0.8701298701298701,0.8452380952380952,0.8918918918918919,0.9230769230769231,0.7777777777777778,0.8641975308641976,0.8552631578947368,0.8607594936708861,0.8607594936708861,0.8714285714285714,0.8987341772151899,0.8947368421052632,0.9139784946236559,0.9069767441860466,0.65625,0.872093023255814,0.8395061728395061,0.9340659340659341,0.6849315068493151,0.734375,0.6575342465753424,0.8793103448275862,0.8918918918918919,0.7857142857142857,0.8876404494382022,0.7066666666666667,0.9452054794520548,0.9054054054054054,0.8904109589041096,0.898876404494382,0.8888888888888888,0.8518518518518519,0.9069767441860466,0.8461538461538461,0.9102564102564102,0.8867924528301887,0.9310344827586207,0.8714285714285714,0.8412698412698413,0.8666666666666667,0.84375,0.8695652173913043,0.8714285714285714,0.9102564102564102,0.9154929577464789,0.9125,0.9012345679012346,0.8961038961038961,0.7377049180327868,0.7538461538461538,0.956989247311828,0.8055555555555556,0.8181818181818181,0.8955223880597015,0.8554216867469879,0.8902439024390244,0.8390804597701149,0.9436619718309859,0.8170731707317074,0.810126582278481,0.9342105263157895,0.9054054054054054,0.8275862068965517,0.8051948051948052,0.9444444444444444,0.875,0.8783783783783784,0.868421052631579,0.8484848484848485,0.8767123287671232,0.8666666666666667,0.8904109589041096,0.8933333333333333,0.8607594936708861,0.8734177215189873,0.896551724137931,0.9189189189189189,0.7590361445783133,0.7466666666666666,0.7816091954022988,0.7840909090909091,0.7323943661971831,0.7738095238095238,0.7936507936507937,0.863013698630137,0.835820895522388,0.7532467532467533,0.8769230769230769
1E1V_CMG,0.9076923076923077,0.9166666666666666,0.9080459770114943,0.8313253012048193,0.88,0.8529411764705882,0.5535714285714286,0.9493670886075949,0.8674698795180723,0.9230769230769231,0.9397590361445783,0.9036144578313253,0.8767123287671232,0.8441558441558441,0.9146341463414634,0.4,0.8987341772151899,0.8717948717948718,0.8918918918918919,0.9102564102564102,0.5666666666666667,0.8875,0.5806451612903225,0.8953488372093024,0.8780487804878049,0.92,0.9210526315789473,0.9558823529411765,0.9166666666666666,0.9176470588235294,0.935064935064935,0.9240506329113924,0.9047619047619048,0.8775510204081632,0.8421052631578947,0.9166666666666666,0.9,0.0,0.8933333333333333,0.9305555555555556,0.8648648648648649,0.8674698795180723,0.9027777777777778,0.8271604938271605,0.9213483146067416,0.6911764705882353,0.782608695652174,0.8082191780821918,0.7746478873239436,0.9142857142857143,0.8493150684931507,0.8428571428571429,0.8604651162790697,0.8902439024390244,0.922077922077922,0.810126582278481,0.8765432098765432,0.9069767441860466,0.9058823529411765,0.9014084507042254,0.9080459770114943,0.7346938775510203,0.6610169491525424,0.9,0.8837209302325582,0.8941176470588236,0.9577464788732395,0.40816326530612246,0.9014084507042254,0.8271604938271605,0.9452054794520548,0.9156626506024097,0.9294117647058824,0.8987341772151899,0.9210526315789473,0.9019607843137255,0.9272727272727272,0.8985507246376812,0.8888888888888888,0.8983050847457628,0.9076923076923077,0.9130434782608696,0.9142857142857143,0.8767123287671232,0.8955223880597015,0.8333333333333334,0.8533333333333333,0.8767123287671232,0.8064516129032258,0.8,0.9438202247191011,0.40384615384615385,0.4285714285714286,0.873015873015873,0.44067796610169496,0.926829268292683,0.5373134328358209,0.5,0.9069767441860466,0.8333333333333334,0.9166666666666666,0.8529411764705882,0.9,0.8441558441558441,0.9104477611940298,0.8846153846153846,0.9189189189189189,0.9078947368421053,0.9104477611940298,0.9178082191780822,0.9066666666666666,0.9166666666666666,0.9189189189189189,0.8701298701298701,0.8831168831168831,0.5909090909090908,0.9,0.8888888888888888,0.8902439024390244,0.8924731182795699,0.9052631578947369,0.9125,0.9130434782608696,0.8939393939393939,0.9189189189189189,0.8636363636363636,0.9058823529411765,0.7272727272727273
2C68_CT6,0.8888888888888888,0.8846153846153846,0.8695652173913043,0.8602150537634409,0.9058823529411765,0.84,0.8607594936708861,0.891566265060241,0.8295454545454546,0.726027397260274,0.9340659340659341,0.9130434782608696,0.8625,0.898876404494382,0.7105263157894737,0.8977272727272727,0.9333333333333333,0.8977272727272727,0.8481012658227848,0.8941176470588236,0.8414634146341463,0.8735632183908046,0.8850574712643678,0.8571428571428572,0.8255813953488372,0.8311688311688312,0.8333333333333334,0.8571428571428572,0.9390243902439024,0.9139784946236559,0.9418604651162791,0.9195402298850575,0.9021739130434783,0.896551724137931,0.8805970149253731,0.8987341772151899,0.8831168831168831,0.8933333333333333,0.0,0.8831168831168831,0.3090909090909091,0.9157894736842105,0.8108108108108107,0.8695652173913043,0.8709677419354839,0.9111111111111111,0.9186046511627907,0.9213483146067416,0.9213483146067416,0.8961038961038961,0.9058823529411765,0.9024390243902439,0.8736842105263158,0.8505747126436781,0.9047619047619048,0.8804347826086957,0.7804878048780488,0.9381443298969072,0.9032258064516129,0.8846153846153846,0.8936170212765957,0.890625,0.7945205479452055,0.9411764705882353,0.8202247191011236,0.9042553191489362,0.922077922077922,0.9125,0.8701298701298701,0.9387755102040817,0.925,0.9120879120879121,0.8888888888888888,0.9090909090909091,0.9036144578313253,0.8793103448275862,0.9032258064516129,0.8961038961038961,0.9027777777777778,0.84375,0.8888888888888888,0.88,0.8666666666666667,0.8765432098765432,0.8933333333333333,0.8928571428571429,0.8823529411764706,0.8625,0.8472222222222222,0.84,0.8426966292134832,0.891566265060241,0.8977272727272727,0.8732394366197183,0.8651685393258427,0.8024691358024691,0.8969072164948454,0.948051948051948,0.9270833333333334,0.9010989010989011,0.9125,0.8987341772151899,0.9090909090909091,0.9230769230769231,0.9210526315789473,0.8148148148148149,0.6911764705882353,0.8205128205128205,0.7384615384615385,0.7246376811594203,0.6811594202898551,0.7571428571428571,0.7638888888888888,0.8,0.7333333333333334,0.8791208791208791,0.8831168831168831,0.8877551020408163,0.9010989010989011,0.9019607843137255,0.9134615384615384,0.896551724137931,0.898989898989899,0.935064935064935,0.8441558441558441,0.9090909090909091,0.9148936170212766,0.8873239436619719
1Y8Y_CT7,0.8064516129032258,0.791044776119403,0.8604651162790697,0.8764044943820225,0.8987341772151899,0.8591549295774648,0.8648648648648649,0.821917808219178,0.8588235294117648,0.8082191780821918,0.9036144578313253,0.8536585365853658,0.7681159420289855,0.8354430379746836,0.7894736842105263,0.8026315789473684,0.8888888888888888,0.9036144578313253,0.9240506329113924,0.7246376811594203,0.8441558441558441,0.8780487804878049,0.9036144578313253,0.8192771084337349,0.8690476190476191,0.8333333333333334,0.8666666666666667,0.8955223880597015,0.875,0.9080459770114943,0.9375,0.8571428571428572,0.7333333333333334,0.8627450980392157,0.8688524590163934,0.8088235294117647,0.8059701492537313,0.9305555555555556,0.8831168831168831,0.0,0.8846153846153846,0.6891891891891893,0.8918918918918919,0.898876404494382,0.8352941176470589,0.6857142857142857,0.6615384615384615,0.6764705882352942,0.6764705882352942,0.855072463768116,0.8701298701298701,0.8648648648648649,0.8901098901098901,0.8941176470588236,0.6349206349206349,0.8313253012048193,0.8809523809523809,0.9340659340659341,0.736842105263158,0.8088235294117647,0.8048780487804879,0.9166666666666666,0.8918918918918919,0.8539325842696629,0.8352941176470589,0.8170731707317074,0.8507462686567164,0.9342105263157895,0.8904109589041096,0.8470588235294118,0.8235294117647058,0.8518518518518519,0.8809523809523809,0.8311688311688312,0.8513513513513513,0.9074074074074074,0.8727272727272728,0.803030303030303,0.6481481481481481,0.847457627118644,0.84375,0.8695652173913043,0.8714285714285714,0.9102564102564102,0.7377049180327868,0.84,0.9012345679012346,0.881578947368421,0.8507462686567164,0.8591549295774648,0.8850574712643678,0.868421052631579,0.8625,0.8615384615384616,0.8414634146341463,0.8181818181818181,0.8255813953488372,0.9436619718309859,0.8452380952380952,0.6944444444444444,0.875,0.875,0.8539325842696629,0.8205128205128205,0.8823529411764706,0.875,0.6612903225806452,0.8831168831168831,0.8656716417910448,0.6984126984126984,0.8028169014084507,0.8260869565217391,0.8933333333333333,0.7837837837837838,0.7972972972972973,0.8705882352941177,0.8888888888888888,0.8804347826086957,0.825,0.8723404255319149,0.8111111111111111,0.875,0.8555555555555556,0.7540983606557377,0.9078947368421053,0.8857142857142857,0.8705882352941177,0.9264705882352942
2C69_CT8,0.875,0.8860759493670887,0.8709677419354839,0.8494623655913979,0.8941176470588236,0.8421052631578947,0.8481012658227848,0.9058823529411765,0.8444444444444444,0.7297297297297297,0.9111111111111111,0.9021739130434783,0.8780487804878049,0.8876404494382022,0.7307692307692308,0.8735632183908046,0.9222222222222223,0.8863636363636364,0.8641975308641976,0.9080459770114943,0.8292682926829268,0.8876404494382022,0.8863636363636364,0.8461538461538461,0.813953488372093,0.8333333333333334,0.8354430379746836,0.8591549295774648,0.926829268292683,0.9032258064516129,0.9302325581395349,0.9204545454545454,0.8913043478260869,0.9166666666666666,0.8656716417910448,0.8860759493670887,0.8701298701298701,0.8648648648648649,0.3090909090909091,0.8846153846153846,0.0,0.9166666666666666,0.8289473684210527,0.8586956521739131,0.8602150537634409,0.9,0.9069767441860466,0.9101123595505618,0.9101123595505618,0.8831168831168831,0.8941176470588236,0.8902439024390244,0.875,0.8651685393258427,0.8928571428571429,0.8695652173913043,0.7831325301204819,0.9494949494949495,0.8924731182795699,0.8717948717948718,0.8829787234042553,0.875,0.7464788732394366,0.9313725490196079,0.8089887640449438,0.8936170212765957,0.9230769230769231,0.9,0.8860759493670887,0.9285714285714286,0.9259259259259259,0.9010989010989011,0.8901098901098901,0.8977272727272727,0.9047619047619048,0.8421052631578947,0.9047619047619048,0.8974358974358975,0.904109589041096,0.8805970149253731,0.9054054054054054,0.8961038961038961,0.8831168831168831,0.891566265060241,0.9090909090909091,0.9069767441860466,0.8837209302325582,0.891566265060241,0.8493150684931507,0.8421052631578947,0.8571428571428572,0.8658536585365854,0.8735632183908046,0.875,0.8409090909090909,0.8192771084337349,0.8865979381443299,0.935064935064935,0.9166666666666666,0.8901098901098901,0.9,0.9,0.91,0.9,0.9078947368421053,0.8170731707317074,0.7142857142857143,0.8076923076923077,0.7230769230769231,0.7285714285714286,0.6857142857142857,0.7605633802816901,0.75,0.7875,0.736842105263158,0.8804347826086957,0.8846153846153846,0.8888888888888888,0.8901098901098901,0.9029126213592233,0.9038461538461539,0.8850574712643678,0.8888888888888888,0.9078947368421053,0.8607594936708861,0.8961038961038961,0.9042553191489362,0.8571428571428572
1Y91_CT9,0.8481012658227848,0.8470588235294118,0.8725490196078431,0.8857142857142857,0.8695652173913043,0.8604651162790697,0.8255813953488372,0.8924731182795699,0.8823529411764706,0.8181818181818181,0.9090909090909091,0.84375,0.7560975609756098,0.8279569892473118,0.8152173913043479,0.7586206896551724,0.8617021276595744,0.8865979381443299,0.9263157894736842,0.7790697674418605,0.8351648351648352,0.898989898989899,0.8631578947368421,0.826530612244898,0.88,0.9021739130434783,0.9032258064516129,0.9036144578313253,0.8735632183908046,0.9019607843137255,0.9375,0.8829787234042553,0.8085106382978724,0.9130434782608696,0.9113924050632911,0.8735632183908046,0.8452380952380952,0.8674698795180723,0.9157894736842105,0.6891891891891893,0.9166666666666666,0.0,0.9,0.8383838383838383,0.84,0.654320987654321,0.5352112676056338,0.4492753623188406,0.6625,0.896551724137931,0.8571428571428572,0.8651685393258427,0.8653846153846154,0.8787878787878788,0.7590361445783133,0.8125,0.8787878787878788,0.9245283018867925,0.7849462365591398,0.8735632183908046,0.8383838383838383,0.9210526315789473,0.9,0.7857142857142857,0.6352941176470588,0.8125,0.8674698795180723,0.8735632183908046,0.9111111111111111,0.7765957446808511,0.8313253012048193,0.8541666666666666,0.8556701030927836,0.8617021276595744,0.8539325842696629,0.8985507246376812,0.8873239436619719,0.8292682926829268,0.75,0.9102564102564102,0.8902439024390244,0.9080459770114943,0.9090909090909091,0.8913043478260869,0.7631578947368421,0.5142857142857142,0.8842105263157894,0.8913043478260869,0.9069767441860466,0.9111111111111111,0.8932038834951457,0.8295454545454546,0.8,0.8765432098765432,0.7956989247311828,0.65,0.7959183673469388,0.8780487804878049,0.8367346938775511,0.7802197802197802,0.8863636363636364,0.8333333333333334,0.8557692307692308,0.7613636363636364,0.9058823529411765,0.8854166666666666,0.8505747126436781,0.8924731182795699,0.8795180722891567,0.8488372093023255,0.813953488372093,0.8470588235294118,0.9010989010989011,0.7840909090909091,0.7529411764705882,0.8105263157894737,0.9101123595505618,0.8679245283018868,0.8191489361702128,0.8504672897196262,0.819047619047619,0.8736842105263158,0.8571428571428572,0.726027397260274,0.8888888888888888,0.9080459770114943,0.892156862745098,0.9285714285714286
2B53_D23,0.8656716417910448,0.8783783783783784,0.8888888888888888,0.8791208791208791,0.9146341463414634,0.8933333333333333,0.8974358974358975,0.8266666666666667,0.7468354430379747,0.8441558441558441,0.8658536585365854,0.8705882352941177,0.8846153846153846,0.9069767441860466,0.8809523809523809,0.9186046511627907,0.9047619047619048,0.8795180722891567,0.84,0.875,0.8902439024390244,0.8674698795180723,0.8795180722891567,0.8505747126436781,0.872093023255814,0.8055555555555556,0.7916666666666666,0.9142857142857143,0.922077922077922,0.8588235294117648,0.9125,0.9024390243902439,0.9222222222222223,0.8888888888888888,0.8548387096774194,0.8933333333333333,0.8918918918918919,0.9027777777777778,0.8108108108108107,0.8918918918918919,0.8289473684210527,0.9,0.0,0.9010989010989011,0.8901098901098901,0.9069767441860466,0.9012345679012346,0.9047619047619048,0.9047619047619048,0.791044776119403,0.9146341463414634,0.9113924050632911,0.8023255813953488,0.7848101265822784,0.9135802469135803,0.8214285714285714,0.8,0.9239130434782609,0.9230769230769231,0.8783783783783784,0.9130434782608696,0.8833333333333333,0.782608695652174,0.9052631578947369,0.8777777777777778,0.9239130434782609,0.9324324324324325,0.863013698630137,0.863013698630137,0.8888888888888888,0.9210526315789473,0.8823529411764706,0.9090909090909091,0.9302325581395349,0.9125,0.8909090909090909,0.8571428571428572,0.8591549295774648,0.8970588235294118,0.8888888888888888,0.8823529411764706,0.8571428571428572,0.875,0.8987341772151899,0.9027777777777778,0.8875,0.9036144578313253,0.9125,0.855072463768116,0.863013698630137,0.8876404494382022,0.926829268292683,0.9186046511627907,0.8656716417910448,0.8850574712643678,0.8518518518518519,0.9381443298969072,0.9305555555555556,0.9120879120879121,0.9090909090909091,0.8309859154929577,0.863013698630137,0.9278350515463918,0.8536585365853658,0.9014084507042254,0.8354430379746836,0.8666666666666667,0.8717948717948718,0.8857142857142857,0.8648648648648649,0.84,0.8309859154929577,0.8356164383561644,0.8205128205128205,0.8481012658227848,0.8735632183908046,0.9210526315789473,0.8829787234042553,0.8705882352941177,0.8865979381443299,0.91,0.8780487804878049,0.8829787234042553,0.9014084507042254,0.9240506329113924,0.8888888888888888,0.9230769230769231,0.8805970149253731
2B55_D31,0.8641975308641976,0.8488372093023255,0.8163265306122449,0.8200000000000001,0.7037037037037037,0.7625,0.813953488372093,0.9052631578947369,0.8613861386138614,0.8709677419354839,0.8645833333333334,0.9230769230769231,0.8924731182795699,0.8775510204081632,0.8541666666666666,0.8152173913043479,0.8260869565217391,0.8404255319148937,0.8295454545454546,0.8602150537634409,0.8111111111111111,0.7777777777777778,0.7752808988764045,0.84,0.8811881188118812,0.813953488372093,0.8023255813953488,0.8641975308641976,0.875,0.892156862745098,0.8555555555555556,0.8842105263157894,0.892156862745098,0.9295774647887324,0.9125,0.9239130434782609,0.9230769230769231,0.8271604938271605,0.8695652173913043,0.898876404494382,0.8586956521739131,0.8383838383838383,0.9010989010989011,0.0,0.6235294117647059,0.8172043010752688,0.8333333333333334,0.8387096774193549,0.8387096774193549,0.9101123595505618,0.8461538461538461,0.8409090909090909,0.7857142857142857,0.8085106382978724,0.9052631578947369,0.8383838383838383,0.8571428571428572,0.8942307692307693,0.9038461538461539,0.8488372093023255,0.9056603773584906,0.9358974358974359,0.8372093023255813,0.8571428571428572,0.8415841584158416,0.8725490196078431,0.8414634146341463,0.8352941176470589,0.8214285714285714,0.84,0.8735632183908046,0.8787878787878788,0.8571428571428572,0.8631578947368421,0.8426966292134832,0.9,0.8732394366197183,0.8170731707317074,0.8902439024390244,0.8378378378378378,0.85,0.8433734939759037,0.8313253012048193,0.8023255813953488,0.9204545454545454,0.8461538461538461,0.7840909090909091,0.8023255813953488,0.8953488372093024,0.8876404494382022,0.8725490196078431,0.8314606741573034,0.8021978021978022,0.7733333333333333,0.7978723404255319,0.8762886597938144,0.8217821782178218,0.8518518518518519,0.8613861386138614,0.8686868686868687,0.875,0.875,0.9189189189189189,0.8888888888888888,0.9195402298850575,0.875,0.8651685393258427,0.8695652173913043,0.8809523809523809,0.8764044943820225,0.8804347826086957,0.8876404494382022,0.8522727272727273,0.8387096774193549,0.8369565217391304,0.7741935483870968,0.8863636363636364,0.8796296296296297,0.8910891089108911,0.8623853211009174,0.8532110091743119,0.9090909090909091,0.8691588785046729,0.9069767441860466,0.8651685393258427,0.8705882352941177,0.8823529411764706,0.9036144578313253
2B52_D42,0.8518518518518519,0.8372093023255813,0.8181818181818181,0.8666666666666667,0.7380952380952381,0.8095238095238095,0.8924731182795699,0.8586956521739131,0.8514851485148515,0.8723404255319149,0.8541666666666666,0.9134615384615384,0.8817204301075269,0.89,0.8556701030927836,0.8888888888888888,0.8645833333333334,0.8421052631578947,0.8571428571428572,0.8241758241758241,0.8865979381443299,0.8191489361702128,0.8541666666666666,0.8415841584158416,0.8712871287128713,0.8295454545454546,0.8314606741573034,0.8658536585365854,0.8764044943820225,0.9038461538461539,0.8695652173913043,0.8617021276595744,0.7741935483870968,0.9305555555555556,0.7605633802816901,0.8235294117647058,0.7777777777777778,0.9213483146067416,0.8709677419354839,0.8352941176470589,0.8602150537634409,0.84,0.8901098901098901,0.6235294117647059,0.0,0.89,0.8723404255319149,0.8762886597938144,0.8877551020408163,0.898876404494382,0.8351648351648352,0.8295454545454546,0.7755102040816326,0.7849462365591398,0.8586956521739131,0.8846153846153846,0.892156862745098,0.9056603773584906,0.85,0.8095238095238095,0.875,0.9367088607594937,0.8522727272727273,0.8584905660377359,0.8200000000000001,0.8514851485148515,0.8292682926829268,0.9361702127659575,0.8095238095238095,0.8640776699029127,0.8488372093023255,0.8686868686868687,0.8585858585858586,0.8404255319148937,0.8571428571428572,0.8857142857142857,0.8904109589041096,0.8192771084337349,0.8641975308641976,0.84,0.8375,0.8452380952380952,0.8333333333333334,0.8181818181818181,0.9090909090909091,0.8842105263157894,0.8131868131868132,0.8181818181818181,0.8705882352941177,0.8764044943820225,0.9158878504672897,0.90625,0.8888888888888888,0.8227848101265822,0.8712871287128713,0.8421052631578947,0.8888888888888888,0.9438202247191011,0.8041237113402062,0.87,0.8764044943820225,0.8764044943820225,0.8899082568807339,0.89,0.9325842696629214,0.8762886597938144,0.8409090909090909,0.8709677419354839,0.8690476190476191,0.8522727272727273,0.8817204301075269,0.9010989010989011,0.8666666666666667,0.8279569892473118,0.875,0.85,0.8876404494382022,0.803921568627451,0.7978723404255319,0.7745098039215687,0.8113207547169812,0.8152173913043479,0.78,0.8690476190476191,0.8409090909090909,0.8850574712643678,0.8020833333333334,0.9176470588235294
