,4LAZ_1WW,4LB4_1WX,2IS7_2CL,3M4H_388,3MC5_393,4QX4_3E2,1Z3N_3NA,3T42_3T4,2PDG_47D,4XZH_48I,4LBS_4O8,4LBR_4O9,3DN5_53N,4IGS_64I,2IQ0_6NA,5OU0_AV5,5OUK_AVT,5OUJ_AW8,2IKG_BTO,3P2V_DOY,4XZI_F49,1X97_FIR,3BCJ_FIS,4QXI_I98,2NVC_ITA,2NVD_ITB,1US0_LDT,2IKH_LIT,4LB3_M15,3V35_NTI,2INZ_OHP,2INE_PAC,3G5E_Q74,2PDK_SBI,3U2C_SUZ,3S3G_TLT,2PDL_TOL,4LAU_W8X,5HA7_WY1,1IEI_ZES,3M0I_ZST
4XZI_F49,0.863013698630137,0.8055555555555556,0.8076923076923077,0.84,0.8607594936708861,0.7692307692307692,0.8,0.8809523809523809,0.5806451612903225,0.5666666666666667,0.8194444444444444,0.8513513513513513,0.8732394366197183,0.9607843137254902,0.86,0.7571428571428571,0.7222222222222222,0.8076923076923077,0.881578947368421,0.796875,0.0,0.8918918918918919,0.8918918918918919,0.8701298701298701,0.7916666666666666,0.791044776119403,0.8421052631578947,0.8571428571428572,0.8701298701298701,0.8961038961038961,0.8163265306122449,0.8163265306122449,0.8076923076923077,0.8970588235294118,0.8666666666666667,0.8032786885245902,0.8055555555555556,0.8309859154929577,0.8513513513513513,0.7246376811594203,0.825
1X97_FIR,0.8933333333333333,0.868421052631579,0.8727272727272728,0.8552631578947368,0.9024390243902439,0.8888888888888888,0.875,0.9069767441860466,0.8860759493670887,0.8831168831168831,0.8513513513513513,0.8666666666666667,0.8732394366197183,0.9183673469387755,0.9038461538461539,0.8987341772151899,0.8205128205128205,0.8227848101265822,0.8666666666666667,0.8507462686567164,0.8918918918918919,0.0,0.0,0.8552631578947368,0.84,0.8428571428571429,0.8108108108108107,0.8235294117647058,0.8701298701298701,0.8961038961038961,0.8627450980392157,0.8627450980392157,0.8795180722891567,0.3695652173913043,0.8028169014084507,0.8769230769230769,0.8533333333333333,0.8933333333333333,0.8961038961038961,0.8421052631578947,0.8674698795180723
3BCJ_FIS,0.8933333333333333,0.868421052631579,0.8727272727272728,0.8552631578947368,0.9024390243902439,0.8888888888888888,0.875,0.9069767441860466,0.8860759493670887,0.8831168831168831,0.8513513513513513,0.8666666666666667,0.8732394366197183,0.9183673469387755,0.9038461538461539,0.8987341772151899,0.8205128205128205,0.8227848101265822,0.8666666666666667,0.8507462686567164,0.8918918918918919,0.0,0.0,0.8552631578947368,0.84,0.8428571428571429,0.8108108108108107,0.8235294117647058,0.8701298701298701,0.8961038961038961,0.8627450980392157,0.8627450980392157,0.8795180722891567,0.3695652173913043,0.8028169014084507,0.8769230769230769,0.8533333333333333,0.8933333333333333,0.8961038961038961,0.8421052631578947,0.8674698795180723
4QXI_I98,0.4,0.375,0.7358490566037736,0.23076923076923073,0.467741935483871,0.8666666666666667,0.8125,0.5,0.7922077922077921,0.8481012658227848,0.36363636363636365,0.36363636363636365,0.8666666666666667,0.9259259259259259,0.8928571428571429,0.8205128205128205,0.8170731707317074,0.8048780487804879,0.8461538461538461,0.8611111111111112,0.8701298701298701,0.8552631578947368,0.8552631578947368,0.0,0.8051948051948052,0.8533333333333333,0.5,0.8666666666666667,0.23076923076923073,0.8311688311688312,0.8113207547169812,0.8113207547169812,0.8192771084337349,0.8732394366197183,0.8311688311688312,0.835820895522388,0.8181818181818181,0.4,0.8157894736842105,0.7083333333333333,0.8488372093023255
2NVC_ITA,0.7945205479452055,0.8181818181818181,0.8035714285714286,0.8205128205128205,0.7974683544303798,0.7313432835820896,0.7662337662337663,0.8214285714285714,0.7763157894736842,0.8181818181818181,0.8157894736842105,0.8157894736842105,0.8513513513513513,0.9454545454545454,0.8928571428571429,0.7222222222222222,0.7564102564102564,0.8048780487804879,0.8461538461538461,0.7761194029850746,0.7916666666666666,0.84,0.84,0.8051948051948052,0.0,0.24489795918367352,0.8227848101265822,0.8356164383561644,0.8205128205128205,0.8607594936708861,0.7884615384615384,0.7884615384615384,0.7901234567901234,0.8571428571428572,0.8461538461538461,0.8529411764705882,0.8026315789473684,0.7945205479452055,0.8311688311688312,0.8076923076923077,0.7625
2NVD_ITB,0.8285714285714285,0.8513513513513513,0.803921568627451,0.8533333333333333,0.8133333333333334,0.7258064516129032,0.7464788732394366,0.8375,0.7746478873239436,0.7857142857142857,0.8493150684931507,0.8493150684931507,0.8208955223880597,0.9387755102040817,0.88,0.696969696969697,0.7534246575342466,0.7894736842105263,0.8169014084507042,0.7540983606557377,0.791044776119403,0.8428571428571429,0.8428571428571429,0.8533333333333333,0.24489795918367352,0.0,0.8552631578947368,0.803030303030303,0.8533333333333333,0.8493150684931507,0.7608695652173914,0.7608695652173914,0.7733333333333333,0.84375,0.8333333333333334,0.8387096774193549,0.8194444444444444,0.8285714285714285,0.8169014084507042,0.7916666666666666,0.76
1US0_LDT,0.6307692307692307,0.5625,0.7857142857142857,0.3392857142857143,0.6666666666666667,0.8378378378378378,0.8292682926829268,0.6842105263157895,0.8536585365853658,0.8641975308641976,0.5081967213114754,0.6,0.868421052631579,0.9272727272727272,0.8947368421052632,0.8795180722891567,0.7901234567901234,0.8072289156626506,0.8333333333333334,0.8472222222222222,0.8421052631578947,0.8108108108108107,0.8108108108108107,0.5,0.8227848101265822,0.8552631578947368,0.0,0.868421052631579,0.5,0.8333333333333334,0.8148148148148149,0.8148148148148149,0.8214285714285714,0.8088235294117647,0.7866666666666666,0.8382352941176471,0.8051948051948052,0.540983606557377,0.8625,0.676056338028169,0.8505747126436781
2IKH_LIT,0.8591549295774648,0.8648648648648649,0.8235294117647058,0.8666666666666667,0.7945205479452055,0.835820895522388,0.8571428571428572,0.7733333333333333,0.8533333333333333,0.7647058823529411,0.863013698630137,0.863013698630137,0.7619047619047619,0.9591836734693877,0.8775510204081632,0.8513513513513513,0.8607594936708861,0.8625,0.7611940298507462,0.828125,0.8571428571428572,0.8235294117647058,0.8235294117647058,0.8666666666666667,0.8356164383561644,0.803030303030303,0.868421052631579,0.0,0.8666666666666667,0.8142857142857143,0.8085106382978724,0.782608695652174,0.8625,0.859375,0.8783783783783784,0.8166666666666667,0.88,0.8591549295774648,0.7794117647058824,0.8533333333333333,0.8641975308641976
4LB3_M15,0.27450980392156865,0.375,0.7358490566037736,0.23076923076923073,0.467741935483871,0.8666666666666667,0.8271604938271605,0.5,0.7763157894736842,0.8481012658227848,0.36363636363636365,0.23529411764705888,0.8666666666666667,0.9259259259259259,0.8928571428571429,0.8205128205128205,0.8170731707317074,0.8048780487804879,0.8461538461538461,0.8611111111111112,0.8701298701298701,0.8701298701298701,0.8701298701298701,0.23076923076923073,0.8205128205128205,0.8533333333333333,0.5,0.8666666666666667,0.0,0.8311688311688312,0.8113207547169812,0.8113207547169812,0.8192771084337349,0.8732394366197183,0.8311688311688312,0.835820895522388,0.8181818181818181,0.4,0.8311688311688312,0.7083333333333333,0.8352941176470589
3V35_NTI,0.821917808219178,0.8289473684210527,0.8793103448275862,0.8157894736842105,0.7432432432432432,0.8783783783783784,0.8658536585365854,0.7721518987341772,0.8902439024390244,0.858974358974359,0.8108108108108107,0.8266666666666667,0.7971014492753623,0.962962962962963,0.9285714285714286,0.8607594936708861,0.8690476190476191,0.8705882352941177,0.8266666666666667,0.8571428571428572,0.8961038961038961,0.8961038961038961,0.8961038961038961,0.8311688311688312,0.8607594936708861,0.8493150684931507,0.8333333333333334,0.8142857142857143,0.8311688311688312,0.0,0.8490566037735849,0.8490566037735849,0.8705882352941177,0.9014084507042254,0.9,0.8823529411764706,0.8441558441558441,0.8055555555555556,0.8717948717948718,0.9166666666666666,0.872093023255814
2INZ_OHP,0.8200000000000001,0.8301886792452831,0.5384615384615384,0.8113207547169812,0.8214285714285714,0.7555555555555555,0.7777777777777778,0.8524590163934427,0.8363636363636364,0.8301886792452831,0.8269230769230769,0.8269230769230769,0.782608695652174,0.8846153846153846,0.7777777777777778,0.7884615384615384,0.847457627118644,0.85,0.78,0.7380952380952381,0.8163265306122449,0.8627450980392157,0.8627450980392157,0.8113207547169812,0.7884615384615384,0.7608695652173914,0.8148148148148149,0.8085106382978724,0.8113207547169812,0.8490566037735849,0.0,0.38095238095238093,0.8103448275862069,0.8666666666666667,0.78,0.7105263157894737,0.8076923076923077,0.8200000000000001,0.803921568627451,0.8148148148148149,0.7719298245614035
2INE_PAC,0.7959183673469388,0.8301886792452831,0.5384615384615384,0.8113207547169812,0.7777777777777778,0.7555555555555555,0.7777777777777778,0.8333333333333334,0.8363636363636364,0.8076923076923077,0.8269230769230769,0.8269230769230769,0.782608695652174,0.9259259259259259,0.7777777777777778,0.7884615384615384,0.847457627118644,0.85,0.78,0.7380952380952381,0.8163265306122449,0.8627450980392157,0.8627450980392157,0.8113207547169812,0.7884615384615384,0.7608695652173914,0.8148148148148149,0.782608695652174,0.8113207547169812,0.8490566037735849,0.38095238095238093,0.0,0.8103448275862069,0.8666666666666667,0.78,0.7105263157894737,0.8076923076923077,0.7959183673469388,0.803921568627451,0.8148148148148149,0.7719298245614035
3G5E_Q74,0.8395061728395061,0.8170731707317074,0.8225806451612903,0.8192771084337349,0.8390804597701149,0.7361111111111112,0.2586206896551724,0.8586956521739131,0.7307692307692308,0.8170731707317074,0.8292682926829268,0.8292682926829268,0.8333333333333334,0.896551724137931,0.9032258064516129,0.7435897435897436,0.7590361445783133,0.7764705882352941,0.8292682926829268,0.8108108108108107,0.8076923076923077,0.8795180722891567,0.8795180722891567,0.8192771084337349,0.7901234567901234,0.7733333333333333,0.8214285714285714,0.8625,0.8192771084337349,0.8705882352941177,0.8103448275862069,0.8103448275862069,0.0,0.8831168831168831,0.8433734939759037,0.8333333333333334,0.8313253012048193,0.8395061728395061,0.8148148148148149,0.7625,0.75
2PDK_SBI,0.8985507246376812,0.8714285714285714,0.8775510204081632,0.8571428571428572,0.9078947368421053,0.8939393939393939,0.8783783783783784,0.9125,0.8904109589041096,0.8873239436619719,0.8529411764705882,0.8695652173913043,0.8769230769230769,0.9047619047619048,0.9130434782608696,0.904109589041096,0.8194444444444444,0.8378378378378378,0.8695652173913043,0.8709677419354839,0.8970588235294118,0.3695652173913043,0.3695652173913043,0.8732394366197183,0.8571428571428572,0.84375,0.8088235294117647,0.859375,0.8732394366197183,0.9014084507042254,0.8666666666666667,0.8666666666666667,0.8831168831168831,0.0,0.8181818181818181,0.8813559322033898,0.8714285714285714,0.8985507246376812,0.9014084507042254,0.8428571428571429,0.8846153846153846
3U2C_SUZ,0.868421052631579,0.8441558441558441,0.7962962962962963,0.8311688311688312,0.8795180722891567,0.8783783783783784,0.8375,0.8850574712643678,0.8765432098765432,0.858974358974359,0.8421052631578947,0.8421052631578947,0.863013698630137,0.9019607843137255,0.8679245283018868,0.8311688311688312,0.75,0.7692307692307692,0.8421052631578947,0.8571428571428572,0.8666666666666667,0.8028169014084507,0.8028169014084507,0.8311688311688312,0.8461538461538461,0.8333333333333334,0.7866666666666666,0.8783783783783784,0.8311688311688312,0.9,0.78,0.78,0.8433734939759037,0.8181818181818181,0.0,0.7540983606557377,0.858974358974359,0.868421052631579,0.8421052631578947,0.8333333333333334,0.8452380952380952
3S3G_TLT,0.8615384615384616,0.8507462686567164,0.7380952380952381,0.835820895522388,0.875,0.8360655737704918,0.8260869565217391,0.8666666666666667,0.855072463768116,0.8507462686567164,0.8484848484848485,0.8484848484848485,0.8360655737704918,0.926829268292683,0.8292682926829268,0.8,0.7794117647058824,0.782608695652174,0.8307692307692307,0.8275862068965517,0.8032786885245902,0.8769230769230769,0.8769230769230769,0.835820895522388,0.8529411764705882,0.8387096774193549,0.8382352941176471,0.8166666666666667,0.835820895522388,0.8823529411764706,0.7105263157894737,0.7105263157894737,0.8333333333333334,0.8813559322033898,0.7540983606557377,0.0,0.8153846153846154,0.8615384615384616,0.8125,0.8208955223880597,0.8194444444444444
