,1T3R_017,3EL5_1UN,3HAU_2NC,3EKV_478,3AID_ARQ,3GI6_D78,3I7E_DJR,3EL9_DR7,3BXR_DRR,3BXS_DRS,1Z1H_HBB,1Z1R_HBH,1KZK_JE2,3MXD_K53,3MXE_K54,3GI4_K60,3GI5_K62,2QHY_MZ1,2QHZ_MZ2,2QI0_MZ3,2QI1_MZ4,2QI3_MZ5,2QI4_MZ6,2QI5_MZ7,2QI6_MZ8,2QI7_MZ9,1B6L_PI4,1B6K_PI5,1MTR_PI6,1B6P_PI7,1D4K_PI8,1D4L_PI9,3EL4_ROC,2AID_THK
2QI1_MZ4,0.6568627450980392,0.7982456140350878,0.9008264462809917,0.6391752577319587,0.7204301075268817,0.6168224299065421,0.61,0.7184466019417476,0.8852459016393442,0.8952380952380953,0.7927927927927928,0.7913043478260869,0.7238095238095238,0.6274509803921569,0.6548672566371682,0.6666666666666667,0.6481481481481481,0.5056179775280899,0.5217391304347826,0.2716049382716049,0.0,0.6041666666666667,0.5161290322580645,0.62,0.5,0.5824175824175823,0.8951612903225806,0.8217054263565892,0.7758620689655172,0.8032786885245902,0.8461538461538461,0.8319327731092436,0.8032786885245902,0.9238095238095239
2QI3_MZ5,0.6145833333333333,0.8333333333333334,0.8482142857142857,0.5934065934065934,0.7362637362637363,0.6542056074766356,0.6224489795918368,0.6382978723404256,0.8620689655172413,0.8910891089108911,0.8073394495412844,0.8053097345132744,0.7619047619047619,0.6122448979591837,0.45833333333333337,0.6415094339622642,0.6213592233009708,0.5666666666666667,0.6391752577319587,0.6122448979591837,0.6041666666666667,0.0,0.23684210526315785,0.30379746835443033,0.3417721518987342,0.49397590361445787,0.9098360655737705,0.7768595041322314,0.7567567567567568,0.7543859649122807,0.8032786885245902,0.8260869565217391,0.7321428571428572,0.9313725490196079
2QI4_MZ6,0.63,0.808695652173913,0.8632478632478633,0.6105263157894737,0.7204301075268817,0.6545454545454545,0.6372549019607843,0.7058823529411764,0.8666666666666667,0.8952380952380953,0.8035714285714286,0.811965811965812,0.7476635514018692,0.6138613861386139,0.48,0.6422018348623852,0.6095238095238096,0.6145833333333333,0.6534653465346535,0.5858585858585859,0.5161290322580645,0.23684210526315785,0.0,0.39534883720930236,0.125,0.5172413793103448,0.9126984126984127,0.7936507936507937,0.7652173913043478,0.773109243697479,0.828125,0.8220338983050848,0.7521367521367521,0.9238095238095239
2QI5_MZ7,0.6435643564356436,0.8487394957983193,0.7798165137614679,0.625,0.7473684210526316,0.6785714285714286,0.6504854368932038,0.6666666666666667,0.8852459016393442,0.9056603773584906,0.7927927927927928,0.7913043478260869,0.7818181818181819,0.6407766990291262,0.49504950495049505,0.6666666666666667,0.6355140186915889,0.5543478260869565,0.64,0.6274509803921569,0.62,0.30379746835443033,0.39534883720930236,0.0,0.3928571428571429,0.5824175824175823,0.9126984126984127,0.7936507936507937,0.7758620689655172,0.7413793103448276,0.828125,0.811965811965812,0.7521367521367521,0.9134615384615384
2QI6_MZ8,0.574468085106383,0.8035714285714286,0.8888888888888888,0.550561797752809,0.7111111111111111,0.6057692307692308,0.5833333333333333,0.696969696969697,0.8823529411764706,0.892156862745098,0.787037037037037,0.7964601769911505,0.7403846153846154,0.5578947368421052,0.4148936170212766,0.5922330097087378,0.5555555555555556,0.6170212765957447,0.6428571428571428,0.5729166666666667,0.5,0.3417721518987342,0.125,0.3928571428571429,0.0,0.6,0.9105691056910569,0.808,0.7807017543859649,0.788135593220339,0.8425196850393701,0.8070175438596492,0.7565217391304347,0.9215686274509804
2QI7_MZ9,0.5777777777777777,0.8256880733944953,0.7961165048543689,0.5529411764705883,0.7058823529411764,0.5368421052631579,0.4883720930232558,0.7052631578947368,0.8558558558558559,0.8854166666666666,0.7745098039215687,0.7735849056603774,0.7980769230769231,0.6210526315789473,0.6635514018691588,0.6504854368932038,0.6435643564356436,0.6222222222222222,0.6770833333333333,0.5913978494623655,0.5824175824175823,0.49397590361445787,0.5172413793103448,0.5824175824175823,0.6,0.0,0.8869565217391304,0.7983193277310925,0.7211538461538461,0.7657657657657657,0.8151260504201681,0.7962962962962963,0.7657657657657657,0.9166666666666666
1B6L_PI4,0.847457627118644,0.7289719626168225,0.8813559322033898,0.8508771929824561,0.8653846153846154,0.8515625,0.85,0.8803418803418803,0.65,0.6309523809523809,0.6145833333333333,0.4666666666666667,0.8728813559322034,0.8512396694214877,0.8646616541353384,0.8515625,0.8582677165354331,0.8907563025210083,0.875,0.888,0.8951612903225806,0.9098360655737705,0.9126984126984127,0.9126984126984127,0.9105691056910569,0.8869565217391304,0.0,0.6869565217391305,0.6944444444444444,0.7168141592920354,0.7264957264957265,0.62,0.7280701754385965,0.8910891089108911
1B6K_PI5,0.7622950819672132,0.8015873015873016,0.8692307692307693,0.773109243697479,0.8018018018018018,0.7727272727272727,0.7661290322580645,0.7833333333333333,0.5148514851485149,0.6868686868686869,0.7241379310344828,0.725,0.8064516129032258,0.7377049180327868,0.7794117647058824,0.7538461538461538,0.7596899224806202,0.7950819672131147,0.8188976377952756,0.8244274809160306,0.8217054263565892,0.7768595041322314,0.7936507936507937,0.7936507936507937,0.808,0.7983193277310925,0.6869565217391305,0.0,0.34042553191489366,0.2417582417582418,0.509090909090909,0.7142857142857143,0.7596899224806202,0.9051724137931034
1MTR_PI6,0.6822429906542056,0.7631578947368421,0.8583333333333334,0.6796116504854368,0.6333333333333333,0.7226890756302521,0.6880733944954128,0.7289719626168225,0.4946236559139785,0.6666666666666667,0.6730769230769231,0.6880733944954128,0.7894736842105263,0.7142857142857143,0.7419354838709677,0.7226890756302521,0.728813559322034,0.7657657657657657,0.7610619469026548,0.7692307692307692,0.7758620689655172,0.7567567567567568,0.7652173913043478,0.7758620689655172,0.7807017543859649,0.7211538461538461,0.6944444444444444,0.34042553191489366,0.0,0.3146067415730337,0.4285714285714286,0.7117117117117118,0.75,0.9166666666666666
1B6P_PI7,0.7606837606837606,0.8016528925619835,0.8536585365853658,0.7610619469026548,0.8018867924528301,0.78125,0.7647058823529411,0.7719298245614035,0.5,0.6808510638297872,0.7207207207207207,0.7327586206896552,0.8067226890756303,0.7457627118644068,0.7786259541984732,0.7716535433070866,0.768,0.7844827586206897,0.819672131147541,0.8064516129032258,0.8032786885245902,0.7543859649122807,0.773109243697479,0.7413793103448276,0.788135593220339,0.7657657657657657,0.7168141592920354,0.2417582417582418,0.3146067415730337,0.0,0.4807692307692307,0.7105263157894737,0.768,0.9099099099099099
1D4K_PI8,0.7786885245901639,0.8174603174603174,0.8671875,0.7899159663865546,0.8303571428571428,0.8148148148148149,0.782258064516129,0.8387096774193549,0.505050505050505,0.6666666666666667,0.6964285714285714,0.6982758620689655,0.8032786885245902,0.784,0.8201438848920863,0.7969924812030076,0.7938931297709924,0.8306451612903226,0.8527131782945736,0.8396946564885497,0.8461538461538461,0.8032786885245902,0.828125,0.828125,0.8425196850393701,0.8151260504201681,0.7264957264957265,0.509090909090909,0.4285714285714286,0.4807692307692307,0.0,0.7203389830508475,0.8120300751879699,0.9130434782608696
1D4L_PI9,0.6981132075471699,0.8688524590163934,0.9105691056910569,0.696078431372549,0.8990825688073394,0.7583333333333333,0.7387387387387387,0.8823529411764706,0.5729166666666667,0.5,0.17567567567567566,0.33333333333333337,0.9112903225806451,0.752212389380531,0.7857142857142857,0.768595041322314,0.7647058823529411,0.8448275862068966,0.8583333333333334,0.825,0.8319327731092436,0.8260869565217391,0.8220338983050848,0.811965811965812,0.8070175438596492,0.7962962962962963,0.62,0.7142857142857143,0.7117117117117118,0.7105263157894737,0.7203389830508475,0.0,0.8692307692307693,0.9245283018867925
3EL4_ROC,0.75,0.5051546391752577,0.8347107438016529,0.75,0.7425742574257426,0.752,0.7542372881355932,0.7387387387387387,0.8661417322834646,0.8828828828828829,0.8548387096774194,0.8240000000000001,0.7433628318584071,0.7666666666666666,0.75,0.7619047619047619,0.768,0.7631578947368421,0.7692307692307692,0.8064516129032258,0.8032786885245902,0.7321428571428572,0.7521367521367521,0.7521367521367521,0.7565217391304347,0.7657657657657657,0.7280701754385965,0.7596899224806202,0.75,0.768,0.8120300751879699,0.8692307692307693,0.0,0.9099099099099099
2AID_THK,0.9333333333333333,0.8910891089108911,0.9514563106796117,0.9299999999999999,0.9318181818181819,0.911504424778761,0.9345794392523364,0.9405940594059405,0.900990099009901,0.9166666666666666,0.9207920792079208,0.9345794392523364,0.8762886597938144,0.9150943396226415,0.9051724137931034,0.911504424778761,0.9196428571428571,0.8979591836734694,0.900990099009901,0.883495145631068,0.9238095238095239,0.9313725490196079,0.9238095238095239,0.9134615384615384,0.9215686274509804,0.9166666666666666,0.8910891089108911,0.9051724137931034,0.9166666666666666,0.9099099099099099,0.9130434782608696,0.9245283018867925,0.9099099099099099,0.0
