,60,61,62
0,0.00014,0.000155,0.000587
1,10,3,19
2,"[#6,#7]-[#6,#7,#16]-[#6,#7](-[#6,#7]-[#7,#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#8]-[#6]-[#6]-[#6])-[#6,#7]-[#8,#6])-[#7,#6]-[#6,#7]-[#6,#7]","[#6]1:[#6](:[#6,#7]:[#6]:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6](-[#6]-[#16,#6])-[#6]-[#6,#7]-[#7,#6]-[#6]-[#6,#16]-[#6,#7](-[#6])-[#6]-[#6]-[#6,#7]-[#7,#6]-[#6]","[#6]-[#6,#7]-[#7](-[#6]-[#6](-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#7]-[#6](=[#8])-[#8,#6])-[#8])-[#16,#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1"
