,54,50,47,49,55,53,56
0,3.2e-05,3.4e-05,0.0,3e-06,0.000199,0.000208,0.000599
1,2,6,2,2,5,8,6
2,"[#6]1:[#6]:[#6]2:[#6](:[#6]:[#6]:1-[#17,#7])-[#6](=[#8])-[#7]-[#6]-[#6]-2","[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1)-[#7]-[#6](=[#8])-[#6,#8]-[#6]-[#6])-[#6]-[#7]-[#6](-[#6](-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#7]-[#6](:[#6]):[#6]:[#6]:[#6]:[#6]-[#7,#6])=[#8]","[#1]-[#7]=[#6](-[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#6](-[#6]-[#6](-[#7]-2)-[#6]:[#6]:[#6]:[#6]:[#6]-,:[#6]:,-[#6]:[#6]:[#6]:[#6]:[#6]-,:[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#7]","[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6](:[#6]:1-[#8])-[#6]1:[#6,#7]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#7,#6]:[#6]:2)-[#6]-[#7]-[#6](=[#8])-[#7]","[#7]-,:[#6]-,:[#6](=[#8])-,:[#7]-[#6](-[#6]-[#6])-[#6](=[#8])-[#7]-[#6]-[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#7])-[#7]","[#6](-,:[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#7]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6](:[#6]:1)-[#8]-[#6])-,:[#7]","[#6,#8]-[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1-[#6](=[#8])-[#8,#7])-[#6](=[#8,#7])-[#7]"
