,4KWO_1UD,4LBU_1WJ,4LEQ_1WK,3GC5_2MQ,4PUK_2WU,4Q4O_2YM,4Q4P_2YO,2BBF_344,3TLL_62D,5JXQ_6OK,3GC4_AAQ,3SM0_AEK,3GE7_AFQ,1K4G_AIQ,1K4H_APQ,1ENU_APZ,1S39_AQO,1N2V_BDI,2Z7K_BGU,1Q65_BHB,4PUJ_CKR,1F3E_DPZ,1R5Y_DQU,1Y5X_E89,3RR4_HRD,3S1G_ITE,6RKQ_K75,6RKT_K7H,1Q66_KMB,1S38_MAQ,1Y5V_NE8,1Y5W_NEZ,3EOS_PK2,3EOU_PK3,3C2Y_S60,2QZR_S79,4Q4Q_SAQ,4Q4R_SQO
4PUJ_CKR,0.7023809523809523,0.6987951807228916,0.7108433734939759,0.6470588235294117,0.4444444444444444,0.3793103448275862,0.4920634920634921,0.5789473684210527,0.5172413793103448,0.47619047619047616,0.6710526315789473,0.7590361445783133,0.6578947368421053,0.7397260273972603,0.7246376811594203,0.8333333333333334,0.6785714285714286,0.8695652173913043,0.5384615384615384,0.7361111111111112,0.0,0.8,0.84375,0.7402597402597403,0.6140350877192983,0.6875,0.7702702702702703,0.7313432835820896,0.7397260273972603,0.78125,0.726027397260274,0.7333333333333334,0.6578947368421053,0.6521739130434783,0.5789473684210527,0.467741935483871,0.6666666666666667,0.3389830508474576
1F3E_DPZ,0.863013698630137,0.8611111111111112,0.8591549295774648,0.8214285714285714,0.7916666666666666,0.8275862068965517,0.8688524590163934,0.7777777777777778,0.8461538461538461,0.8333333333333334,0.8461538461538461,0.8840579710144928,0.8484848484848485,0.7547169811320755,0.7346938775510203,0.48275862068965514,0.7692307692307692,0.8444444444444444,0.75,0.75,0.8,0.0,0.8,0.8360655737704918,0.8222222222222222,0.84,0.8793103448275862,0.8867924528301887,0.8214285714285714,0.8181818181818181,0.8245614035087719,0.8305084745762712,0.8484848484848485,0.8245614035087719,0.7777777777777778,0.8305084745762712,0.8709677419354839,0.8387096774193549
1R5Y_DQU,0.881578947368421,0.88,0.8783783783783784,0.8275862068965517,0.8235294117647058,0.8333333333333334,0.873015873015873,0.8125,0.8727272727272728,0.8,0.8507462686567164,0.8873239436619719,0.8695652173913043,0.8275862068965517,0.7924528301886793,0.6857142857142857,0.75,0.9411764705882353,0.7906976744186046,0.8035714285714286,0.84375,0.8,0.0,0.859375,0.8541666666666666,0.8679245283018868,0.8448275862068966,0.8490566037735849,0.8275862068965517,0.8260869565217391,0.8305084745762712,0.8548387096774194,0.8695652173913043,0.8103448275862069,0.8125,0.8360655737704918,0.875,0.8787878787878788
1Y5X_E89,0.6153846153846154,0.6103896103896104,0.6052631578947368,0.6212121212121212,0.6825396825396826,0.76,0.7631578947368421,0.5964912280701755,0.7313432835820896,0.6231884057971014,0.5714285714285714,0.7088607594936709,0.5972222222222222,0.6617647058823529,0.6615384615384615,0.8103448275862069,0.6964285714285714,0.796875,0.6363636363636364,0.6764705882352942,0.7402597402597403,0.8360655737704918,0.859375,0.0,0.7213114754098361,0.703125,0.8311688311688312,0.8333333333333334,0.6617647058823529,0.7580645161290323,0.23076923076923073,0.1923076923076923,0.5972222222222222,0.6268656716417911,0.6206896551724138,0.7123287671232876,0.7333333333333334,0.7564102564102564
3RR4_HRD,0.6567164179104478,0.6515151515151515,0.6461538461538461,0.5686274509803921,0.2894736842105263,0.6842105263157895,0.6896551724137931,0.6521739130434783,0.28205128205128205,0.5192307692307692,0.6101694915254237,0.6875,0.6166666666666667,0.7833333333333333,0.7454545454545455,0.813953488372093,0.7209302325581395,0.7959183673469388,0.45945945945945943,0.7586206896551724,0.6140350877192983,0.8222222222222222,0.8541666666666666,0.7213114754098361,0.0,0.2894736842105263,0.6153846153846154,0.5652173913043479,0.7833333333333333,0.7959183673469388,0.7241379310344828,0.711864406779661,0.6166666666666667,0.5769230769230769,0.44999999999999996,0.5925925925925926,0.6,0.6140350877192983
3S1G_ITE,0.6986301369863014,0.6944444444444444,0.6901408450704225,0.631578947368421,0.4444444444444444,0.7096774193548387,0.6271186440677966,0.6041666666666667,0.46808510638297873,0.6333333333333333,0.6615384615384615,0.5873015873015873,0.6666666666666667,0.78125,0.7868852459016393,0.8333333333333334,0.7755102040816326,0.8148148148148149,0.5909090909090908,0.796875,0.6875,0.84,0.8679245283018868,0.703125,0.2894736842105263,0.0,0.6491228070175439,0.607843137254902,0.8181818181818181,0.8148148148148149,0.7049180327868853,0.6935483870967742,0.6666666666666667,0.6379310344827587,0.6041666666666667,0.6721311475409837,0.42307692307692313,0.4444444444444444
6RKQ_K75,0.7560975609756098,0.7530864197530864,0.75,0.7121212121212122,0.6,0.7571428571428571,0.7777777777777778,0.8064516129032258,0.6610169491525424,0.7638888888888888,0.7466666666666666,0.7692307692307692,0.7162162162162162,0.8356164383561644,0.8260869565217391,0.875,0.8448275862068966,0.9076923076923077,0.7678571428571428,0.8169014084507042,0.7702702702702703,0.8793103448275862,0.8448275862068966,0.8311688311688312,0.6153846153846154,0.6491228070175439,0.0,0.47058823529411764,0.8666666666666667,0.8548387096774194,0.8378378378378378,0.8266666666666667,0.7162162162162162,0.7164179104477613,0.7666666666666666,0.7605633802816901,0.7808219178082192,0.8026315789473684
6RKT_K7H,0.736842105263158,0.7333333333333334,0.7466666666666666,0.6833333333333333,0.5510204081632653,0.7142857142857143,0.7575757575757576,0.8070175438596492,0.6226415094339622,0.7424242424242424,0.7246376811594203,0.7671232876712328,0.7101449275362319,0.8208955223880597,0.828125,0.8823529411764706,0.8269230769230769,0.8983050847457628,0.74,0.8,0.7313432835820896,0.8867924528301887,0.8490566037735849,0.8333333333333334,0.5652173913043479,0.607843137254902,0.47058823529411764,0.0,0.855072463768116,0.8392857142857143,0.8405797101449275,0.8285714285714285,0.7101449275362319,0.6885245901639344,0.7407407407407407,0.7384615384615385,0.7794117647058824,0.7681159420289855
1Q66_KMB,0.7439024390243902,0.7407407407407407,0.7375,0.65625,0.7,0.7605633802816901,0.8441558441558441,0.7068965517241379,0.7692307692307692,0.6956521739130435,0.6231884057971014,0.8313253012048193,0.72,0.5172413793103448,0.5357142857142857,0.7924528301886793,0.5833333333333333,0.8387096774193549,0.6538461538461539,0.5593220338983051,0.7397260273972603,0.8214285714285714,0.8275862068965517,0.6617647058823529,0.7833333333333333,0.8181818181818181,0.8666666666666667,0.855072463768116,0.0,0.736842105263158,0.5737704918032787,0.6515151515151515,0.72,0.6818181818181819,0.6842105263157895,0.6515151515151515,0.8,0.8354430379746836
1S38_MAQ,0.7972972972972973,0.7945205479452055,0.7916666666666666,0.736842105263158,0.72,0.7241379310344828,0.828125,0.7291666666666667,0.8,0.7741935483870968,0.734375,0.8472222222222222,0.7761194029850746,0.7586206896551724,0.7407407407407407,0.7804878048780488,0.5789473684210527,0.7916666666666666,0.6976744186046512,0.7543859649122807,0.78125,0.8181818181818181,0.8260869565217391,0.7580645161290323,0.7959183673469388,0.8148148148148149,0.8548387096774194,0.8392857142857143,0.736842105263158,0.0,0.7413793103448276,0.728813559322034,0.7761194029850746,0.7413793103448276,0.6739130434782609,0.7068965517241379,0.8307692307692307,0.8529411764705882
1Y5V_NE8,0.6493506493506493,0.6447368421052632,0.64,0.6190476190476191,0.6833333333333333,0.7464788732394366,0.75,0.5660377358490566,0.734375,0.6212121212121212,0.47619047619047616,0.7272727272727273,0.6142857142857143,0.640625,0.6612903225806452,0.7962962962962963,0.5918367346938775,0.8032786885245902,0.607843137254902,0.676923076923077,0.726027397260274,0.8245614035087719,0.8305084745762712,0.23076923076923073,0.7241379310344828,0.7049180327868853,0.8378378378378378,0.8405797101449275,0.5737704918032787,0.7413793103448276,0.0,0.19999999999999996,0.6142857142857143,0.625,0.6181818181818182,0.6567164179104478,0.7,0.7432432432432432
1Y5W_NEZ,0.641025641025641,0.6363636363636364,0.631578947368421,0.609375,0.6721311475409837,0.7534246575342466,0.7567567567567568,0.5818181818181818,0.7230769230769231,0.6119402985074627,0.5588235294117647,0.717948717948718,0.6056338028169015,0.6515151515151515,0.6507936507936508,0.8035714285714286,0.6851851851851851,0.7903225806451613,0.6226415094339622,0.6666666666666667,0.7333333333333334,0.8305084745762712,0.8548387096774194,0.1923076923076923,0.711864406779661,0.6935483870967742,0.8266666666666667,0.8285714285714285,0.6515151515151515,0.728813559322034,0.19999999999999996,0.0,0.6056338028169015,0.6153846153846154,0.5818181818181818,0.704225352112676,0.726027397260274,0.75
3EOS_PK2,0.4084507042253521,0.4,0.41428571428571426,0.523076923076923,0.5573770491803278,0.6388888888888888,0.7307692307692308,0.7313432835820896,0.6363636363636364,0.6301369863013699,0.33333333333333337,0.4492753623188406,0.0,0.72,0.6666666666666667,0.84375,0.7419354838709677,0.8115942028985508,0.6666666666666667,0.6986301369863014,0.6578947368421053,0.8484848484848485,0.8695652173913043,0.5972222222222222,0.6166666666666667,0.6666666666666667,0.7162162162162162,0.7101449275362319,0.72,0.7761194029850746,0.6142857142857143,0.6056338028169015,0.0,0.5076923076923077,0.671875,0.6973684210526316,0.7804878048780488,0.7407407407407407
3EOU_PK3,0.5555555555555556,0.5492957746478873,0.5428571428571429,0.1875,0.4509803921568627,0.6716417910447761,0.7671232876712328,0.6666666666666667,0.5535714285714286,0.5555555555555556,0.523076923076923,0.5151515151515151,0.5076923076923077,0.6818181818181819,0.639344262295082,0.8181818181818181,0.6730769230769231,0.7833333333333333,0.6346153846153846,0.65625,0.6521739130434783,0.8245614035087719,0.8103448275862069,0.6268656716417911,0.5769230769230769,0.6379310344827587,0.7164179104477613,0.6885245901639344,0.6818181818181819,0.7413793103448276,0.625,0.6153846153846154,0.5076923076923077,0.0,0.6428571428571428,0.6363636363636364,0.7702702702702703,0.7763157894736842
3C2Y_S60,0.704225352112676,0.7,0.6956521739130435,0.6363636363636364,0.40476190476190477,0.6949152542372881,0.78125,0.47619047619047616,0.5319148936170213,0.4807692307692307,0.6666666666666667,0.821917808219178,0.671875,0.6842105263157895,0.6346153846153846,0.7674418604651163,0.5384615384615384,0.803921568627451,0.21212121212121215,0.6545454545454545,0.5789473684210527,0.7777777777777778,0.8125,0.6206896551724138,0.44999999999999996,0.6041666666666667,0.7666666666666666,0.7407407407407407,0.6842105263157895,0.6739130434782609,0.6181818181818182,0.5818181818181818,0.671875,0.6428571428571428,0.0,0.5555555555555556,0.7049180327868853,0.7142857142857143
2QZR_S79,0.7228915662650602,0.7037037037037037,0.7160493827160495,0.6307692307692307,0.4117647058823529,0.6,0.6857142857142857,0.5555555555555556,0.49090909090909096,0.47540983606557374,0.619718309859155,0.7951807228915663,0.6973684210526316,0.7101449275362319,0.6923076923076923,0.8035714285714286,0.5510204081632653,0.8636363636363636,0.5102040816326531,0.7058823529411764,0.467741935483871,0.8305084745762712,0.8360655737704918,0.7123287671232876,0.5925925925925926,0.6721311475409837,0.7605633802816901,0.7384615384615385,0.6515151515151515,0.7068965517241379,0.6567164179104478,0.704225352112676,0.6973684210526316,0.6363636363636364,0.5555555555555556,0.0,0.5909090909090908,0.6805555555555556
4Q4Q_SAQ,0.7840909090909091,0.7816091954022988,0.7790697674418605,0.7671232876712328,0.6774193548387097,0.704225352112676,0.6323529411764706,0.6833333333333333,0.6229508196721312,0.6176470588235294,0.7307692307692308,0.7215189873417722,0.7804878048780488,0.8,0.821917808219178,0.847457627118644,0.7796610169491526,0.8484848484848485,0.6785714285714286,0.8289473684210527,0.6666666666666667,0.8709677419354839,0.875,0.7333333333333334,0.6,0.42307692307692313,0.7808219178082192,0.7794117647058824,0.8,0.8307692307692307,0.7,0.726027397260274,0.7804878048780488,0.7702702702702703,0.7049180327868853,0.5909090909090908,0.0,0.4516129032258065
4Q4R_SQO,0.7752808988764045,0.7727272727272727,0.7840909090909091,0.7733333333333333,0.6875,0.5079365079365079,0.41666666666666663,0.6935483870967742,0.6349206349206349,0.6086956521739131,0.7530864197530864,0.6794871794871795,0.7407407407407407,0.8051948051948052,0.8266666666666667,0.8709677419354839,0.8253968253968254,0.8529411764705882,0.6896551724137931,0.8333333333333334,0.3389830508474576,0.8387096774193549,0.8787878787878788,0.7564102564102564,0.6140350877192983,0.4444444444444444,0.8026315789473684,0.7681159420289855,0.8354430379746836,0.8529411764705882,0.7432432432432432,0.75,0.7407407407407407,0.7763157894736842,0.7142857142857143,0.6805555555555556,0.4516129032258065,0.0
