,3UUA_0CZ,2B1Z_17M,4MG7_27H,4MG9_27K,4MGD_27N,2B1V_458,2FAI_459,5DLR_5DJ,1ZKY_689,5T92_77W,5TLL_7EL,5FQT_7QN,5AK2_85Z,1XQC_AEJ,1XP1_AIH,1XP9_AIJ,1XPC_AIT,1XP6_AIU,1YIN_CM3,1YIM_CM4,5KR9_CUE,2Q70_DC8,1SJ0_E4D,1QKT_EST,6DF6_G8Y,1X7R_GEN,5FQP_GQD,5AAV_GW5,2IOG_IOG,2IOK_IOK,5FQS_J0W,2QE4_JJ3,5ACC_KE9,2AYR_L4G,2R6W_LLB,2R6Y_LLC,6SUO_LVH,5KCD_OB2,5KCE_OB3,5KCU_OB8,1UOM_PTI,5FQR_QHG,5FQV_VQI,2POG_WST,5AAU_XBR,1GWQ_ZTW
5FQS_J0W,0.8870967741935484,0.8,0.8214285714285714,0.835820895522388,0.8709677419354839,0.8461538461538461,0.8157894736842105,0.8412698412698413,0.8333333333333334,0.3548387096774194,0.8591549295774648,0.5571428571428572,0.7037037037037037,0.7738095238095238,0.8426966292134832,0.8181818181818181,0.8181818181818181,0.8426966292134832,0.8617021276595744,0.8409090909090909,0.8382352941176471,0.8133333333333334,0.8539325842696629,0.75,0.851063829787234,0.863013698630137,0.5074626865671642,0.6875,0.8181818181818181,0.8313253012048193,0.0,0.8414634146341463,0.7777777777777778,0.8369565217391304,0.8222222222222222,0.8255813953488372,0.7272727272727273,0.8375,0.8313253012048193,0.8409090909090909,0.7738095238095238,0.4375,0.5072463768115942,0.8533333333333333,0.8192771084337349,0.8656716417910448
2QE4_JJ3,0.8518518518518519,0.7971014492753623,0.8354430379746836,0.7966101694915254,0.8545454545454545,0.703125,0.703125,0.8421052631578947,0.7272727272727273,0.8690476190476191,0.8787878787878788,0.8395061728395061,0.8604651162790697,0.8,0.736842105263158,0.7066666666666667,0.7066666666666667,0.736842105263158,0.75,0.6805555555555556,0.8571428571428572,0.6333333333333333,0.7333333333333334,0.7424242424242424,0.8117647058823529,0.8307692307692307,0.8076923076923077,0.9,0.8297872340425532,0.8461538461538461,0.8414634146341463,0.0,0.8924731182795699,0.8372093023255813,0.8214285714285714,0.8395061728395061,0.8709677419354839,0.821917808219178,0.8311688311688312,0.8125,0.7848101265822784,0.8076923076923077,0.8292682926829268,0.537037037037037,0.8481012658227848,0.85
5ACC_KE9,0.9,0.8735632183908046,0.8854166666666666,0.8831168831168831,0.9166666666666666,0.8863636363636364,0.8604651162790697,0.8591549295774648,0.875,0.735632183908046,0.927710843373494,0.7471264367816092,0.7582417582417582,0.8673469387755102,0.84375,0.8910891089108911,0.8910891089108911,0.84375,0.8613861386138614,0.8775510204081632,0.8987341772151899,0.8850574712643678,0.9,0.9111111111111111,0.8952380952380953,0.9294117647058824,0.6666666666666667,0.704225352112676,0.8207547169811321,0.7931034482758621,0.7777777777777778,0.8924731182795699,0.0,0.883495145631068,0.8484848484848485,0.8762886597938144,0.3561643835616438,0.8522727272727273,0.8586956521739131,0.8541666666666666,0.8673469387755102,0.7441860465116279,0.752808988764045,0.8941176470588236,0.675,0.9367088607594937
2AYR_L4G,0.8787878787878788,0.75,0.8571428571428572,0.8142857142857143,0.8970588235294118,0.8690476190476191,0.8554216867469879,0.9014084507042254,0.8705882352941177,0.8494623655913979,0.821917808219178,0.8478260869565217,0.8297872340425532,0.851063829787234,0.6987951807228916,0.7613636363636364,0.7613636363636364,0.6987951807228916,0.6506024096385542,0.6103896103896104,0.8333333333333334,0.8809523809523809,0.6282051282051282,0.8690476190476191,0.7011494252873562,0.8266666666666667,0.8461538461538461,0.9012345679012346,0.6444444444444444,0.8539325842696629,0.8369565217391304,0.8372093023255813,0.883495145631068,0.0,0.6125,0.547945205479452,0.875,0.8333333333333334,0.8275862068965517,0.7840909090909091,0.6329113924050633,0.8333333333333334,0.8631578947368421,0.8765432098765432,0.8681318681318682,0.8088235294117647
2R6W_LLB,0.8769230769230769,0.7792207792207793,0.7738095238095238,0.7384615384615385,0.8787878787878788,0.8395061728395061,0.810126582278481,0.8507462686567164,0.8414634146341463,0.8351648351648352,0.8666666666666667,0.8202247191011236,0.8404255319148937,0.8494623655913979,0.6282051282051282,0.7294117647058824,0.7294117647058824,0.6282051282051282,0.6785714285714286,0.6052631578947368,0.8142857142857143,0.8375,0.6233766233766234,0.8395061728395061,0.7272727272727273,0.8243243243243243,0.8045977011494253,0.8717948717948718,0.6703296703296704,0.8255813953488372,0.8222222222222222,0.8214285714285714,0.8484848484848485,0.6125,0.0,0.18965517241379315,0.84,0.8170731707317074,0.8255813953488372,0.7954545454545454,0.6790123456790124,0.8045977011494253,0.8369565217391304,0.8607594936708861,0.8275862068965517,0.75
2R6Y_LLC,0.8666666666666667,0.8133333333333334,0.7901234567901234,0.7377049180327868,0.8688524590163934,0.858974358974359,0.858974358974359,0.8387096774193549,0.875,0.8390804597701149,0.8571428571428572,0.8372093023255813,0.8444444444444444,0.8409090909090909,0.6578947368421053,0.7125,0.7125,0.6578947368421053,0.6582278481012658,0.5774647887323944,0.8181818181818181,0.8421052631578947,0.5571428571428572,0.8734177215189873,0.7261904761904762,0.8115942028985508,0.8352941176470589,0.8783783783783784,0.6190476190476191,0.8292682926829268,0.8255813953488372,0.8395061728395061,0.8762886597938144,0.547945205479452,0.18965517241379315,0.0,0.8673469387755102,0.8354430379746836,0.8292682926829268,0.8117647058823529,0.6216216216216216,0.8214285714285714,0.8539325842696629,0.8666666666666667,0.8313253012048193,0.728813559322034
6SUO_LVH,0.8873239436619719,0.8235294117647058,0.8404255319148937,0.8717948717948718,0.904109589041096,0.8636363636363636,0.8372093023255813,0.8472222222222222,0.8522727272727273,0.6976744186046512,0.9294117647058824,0.752808988764045,0.7634408602150538,0.8585858585858586,0.846938775510204,0.8823529411764706,0.8823529411764706,0.846938775510204,0.8640776699029127,0.8686868686868687,0.8875,0.8620689655172413,0.8910891089108911,0.8636363636363636,0.8867924528301887,0.9186046511627907,0.6904761904761905,0.7123287671232876,0.8130841121495327,0.7840909090909091,0.7272727272727273,0.8709677419354839,0.3561643835616438,0.875,0.84,0.8673469387755102,0.0,0.8426966292134832,0.8494623655913979,0.8333333333333334,0.8585858585858586,0.735632183908046,0.7717391304347826,0.8705882352941177,0.7294117647058824,0.9113924050632911
5KCD_OB2,0.8461538461538461,0.8260869565217391,0.8311688311688312,0.8305084745762712,0.8269230769230769,0.7727272727272727,0.791044776119403,0.7924528301886793,0.7384615384615385,0.8375,0.819672131147541,0.85,0.8571428571428572,0.825,0.7792207792207793,0.7974683544303798,0.7974683544303798,0.7792207792207793,0.8333333333333334,0.8227848101265822,0.8333333333333334,0.8059701492537313,0.8076923076923077,0.8591549295774648,0.8488372093023255,0.7868852459016393,0.8333333333333334,0.828125,0.8387096774193549,0.8108108108108107,0.8375,0.821917808219178,0.8522727272727273,0.8333333333333334,0.8170731707317074,0.8354430379746836,0.8426966292134832,0.0,0.27450980392156865,0.39655172413793105,0.8536585365853658,0.8333333333333334,0.8536585365853658,0.796875,0.858974358974359,0.8035714285714286
5KCE_OB3,0.8571428571428572,0.8194444444444444,0.8395061728395061,0.8412698412698413,0.8181818181818181,0.8028169014084507,0.8194444444444444,0.8275862068965517,0.7714285714285715,0.8313253012048193,0.7936507936507937,0.8571428571428572,0.8636363636363636,0.8192771084337349,0.7901234567901234,0.7926829268292683,0.7926829268292683,0.7901234567901234,0.8275862068965517,0.8170731707317074,0.8615384615384616,0.8169014084507042,0.8024691358024691,0.8513513513513513,0.8555555555555556,0.8,0.8271604938271605,0.8382352941176471,0.8333333333333334,0.8205128205128205,0.8313253012048193,0.8311688311688312,0.8586956521739131,0.8275862068965517,0.8255813953488372,0.8292682926829268,0.8494623655913979,0.27450980392156865,0.0,0.46031746031746035,0.8470588235294118,0.8271604938271605,0.8604651162790697,0.8088235294117647,0.8518518518518519,0.8166666666666667
5KCU_OB8,0.8688524590163934,0.7837837837837838,0.8352941176470589,0.8181818181818181,0.8524590163934427,0.8,0.8157894736842105,0.8412698412698413,0.7866666666666666,0.8539325842696629,0.8428571428571429,0.8651685393258427,0.8586956521739131,0.8426966292134832,0.7590361445783133,0.7764705882352941,0.7764705882352941,0.7590361445783133,0.8241758241758241,0.8,0.8382352941176471,0.8133333333333334,0.7857142857142857,0.8607594936708861,0.8260869565217391,0.7794117647058824,0.8235294117647058,0.8493150684931507,0.83,0.8170731707317074,0.8409090909090909,0.8125,0.8541666666666666,0.7840909090909091,0.7954545454545454,0.8117647058823529,0.8333333333333334,0.39655172413793105,0.46031746031746035,0.0,0.8426966292134832,0.8372093023255813,0.8555555555555556,0.821917808219178,0.8735632183908046,0.7741935483870968
1UOM_PTI,0.8888888888888888,0.8181818181818181,0.8764044943820225,0.8382352941176471,0.873015873015873,0.8181818181818181,0.8026315789473684,0.84375,0.8051948051948052,0.7738095238095238,0.8767123287671232,0.7407407407407407,0.8723404255319149,0.4477611940298507,0.631578947368421,0.7037037037037037,0.7037037037037037,0.631578947368421,0.5974025974025974,0.5285714285714286,0.8571428571428572,0.8,0.5285714285714286,0.7702702702702703,0.6707317073170731,0.8947368421052632,0.6883116883116883,0.8666666666666667,0.6590909090909092,0.8604651162790697,0.7738095238095238,0.7848101265822784,0.8673469387755102,0.6329113924050633,0.6790123456790124,0.6216216216216216,0.8585858585858586,0.8536585365853658,0.8470588235294118,0.8426966292134832,0.0,0.6164383561643836,0.7,0.8082191780821918,0.7468354430379747,0.8507462686567164
5FQR_QHG,0.8833333333333333,0.7945205479452055,0.8313253012048193,0.8307692307692307,0.8666666666666667,0.8108108108108107,0.7945205479452055,0.8360655737704918,0.7972972972972973,0.5714285714285714,0.855072463768116,0.2931034482758621,0.6962025316455696,0.6351351351351351,0.7976190476190477,0.7710843373493976,0.7710843373493976,0.7976190476190477,0.8333333333333334,0.7804878048780488,0.8333333333333334,0.7916666666666666,0.8095238095238095,0.7246376811594203,0.8222222222222222,0.875,0.2807017543859649,0.6774193548387097,0.8144329896907216,0.8271604938271605,0.4375,0.8076923076923077,0.7441860465116279,0.8333333333333334,0.8045977011494253,0.8214285714285714,0.735632183908046,0.8333333333333334,0.8271604938271605,0.8372093023255813,0.6164383561643836,0.0,0.22807017543859653,0.8333333333333334,0.736842105263158,0.84375
5FQV_VQI,0.90625,0.8481012658227848,0.8372093023255813,0.855072463768116,0.890625,0.8181818181818181,0.8181818181818181,0.8615384615384616,0.8051948051948052,0.6081081081081081,0.8767123287671232,0.30000000000000004,0.7073170731707317,0.7160493827160495,0.8314606741573034,0.8068181818181819,0.8068181818181819,0.8314606741573034,0.8387096774193549,0.8160919540229885,0.8732394366197183,0.8311688311688312,0.8426966292134832,0.8026315789473684,0.8526315789473684,0.88,0.4461538461538461,0.6923076923076923,0.8316831683168316,0.8470588235294118,0.5072463768115942,0.8292682926829268,0.752808988764045,0.8631578947368421,0.8369565217391304,0.8539325842696629,0.7717391304347826,0.8536585365853658,0.8604651162790697,0.8555555555555556,0.7,0.22807017543859653,0.0,0.8552631578947368,0.7625,0.9
2POG_WST,0.8222222222222222,0.8064516129032258,0.863013698630137,0.8518518518518519,0.8260869565217391,0.7241379310344828,0.7241379310344828,0.8125,0.75,0.868421052631579,0.8596491228070176,0.8356164383561644,0.8875,0.7916666666666666,0.7391304347826086,0.7246376811594203,0.7246376811594203,0.7391304347826086,0.6811594202898551,0.7164179104477613,0.8545454545454545,0.5961538461538461,0.7164179104477613,0.7868852459016393,0.8205128205128205,0.8245614035087719,0.8333333333333334,0.9032258064516129,0.8777777777777778,0.875,0.8533333333333333,0.537037037037037,0.8941176470588236,0.8765432098765432,0.8607594936708861,0.8666666666666667,0.8705882352941177,0.796875,0.8088235294117647,0.821917808219178,0.8082191780821918,0.8333333333333334,0.8552631578947368,0.0,0.8611111111111112,0.8235294117647058
5AAU_XBR,0.9166666666666666,0.8533333333333333,0.8823529411764706,0.8615384615384616,0.8813559322033898,0.8378378378378378,0.8378378378378378,0.85,0.8243243243243243,0.8192771084337349,0.9,0.7236842105263157,0.8901098901098901,0.7777777777777778,0.8488372093023255,0.8505747126436781,0.8505747126436781,0.8488372093023255,0.8295454545454546,0.8192771084337349,0.8805970149253731,0.8513513513513513,0.8333333333333334,0.868421052631579,0.8571428571428572,0.9178082191780822,0.7848101265822784,0.8405797101449275,0.7849462365591398,0.76,0.8192771084337349,0.8481012658227848,0.675,0.8681318681318682,0.8275862068965517,0.8313253012048193,0.7294117647058824,0.858974358974359,0.8518518518518519,0.8735632183908046,0.7468354430379747,0.736842105263158,0.7625,0.8611111111111112,0.0,0.9253731343283582
1GWQ_ZTW,0.7714285714285715,0.7450980392156863,0.8769230769230769,0.8181818181818181,0.7777777777777778,0.8571428571428572,0.8571428571428572,0.7948717948717949,0.8596491228070176,0.8656716417910448,0.7777777777777778,0.8970588235294118,0.8714285714285714,0.8507462686567164,0.8153846153846154,0.8181818181818181,0.8181818181818181,0.8153846153846154,0.8904109589041096,0.8484848484848485,0.7954545454545454,0.8113207547169812,0.8125,0.8148148148148149,0.8767123287671232,0.7608695652173914,0.84375,0.9259259259259259,0.8765432098765432,0.8548387096774194,0.8656716417910448,0.85,0.9367088607594937,0.8088235294117647,0.75,0.728813559322034,0.9113924050632911,0.8035714285714286,0.8166666666666667,0.7741935483870968,0.8507462686567164,0.84375,0.9,0.8235294117647058,0.9253731343283582,0.0
