,1Y2C_3DE,4WCU_3KQ,1Y2D_4DE,1Y2E_5DE,5LBO_6M5,1Y2K_7DE,3G58_988,6IM6_AH3,6IMI_AH6,6IMD_AH9,6IMO_AJL,6IMR_AJX,6IMT_AK0,6IND_AKO,6INK_AKU,1XOM_CIO,6F6U_CV8,6F8R_CZK,6F8U_CZQ,6F8T_CZT,6F8X_D08,6F8V_D0B,6F8W_D0E,3G4G_D71,1Y2B_DEE,6HWO_FFZ,5WQA_J20,3SL4_JN4,3SL6_JN8,6KK0_M36,2FM0_M98,2FM5_M99,6KJZ_MKU,2QYN_NPV,1XON_PIL,1XOQ_ROF,3G4K_ROL,1XOR_ZAR
3SL4_JN4,0.7972972972972973,0.8260869565217391,0.85,0.8461538461538461,0.8888888888888888,0.8470588235294118,0.9130434782608696,0.8481012658227848,0.8481012658227848,0.8493150684931507,0.8351648351648352,0.8421052631578947,0.8556701030927836,0.8421052631578947,0.8387096774193549,0.8901098901098901,0.875,0.900990099009901,0.8787878787878788,0.9108910891089109,0.8888888888888888,0.892156862745098,0.88,0.9052631578947369,0.8571428571428572,0.8061224489795918,0.9166666666666666,0.0,0.525,0.911504424778761,0.8691588785046729,0.8691588785046729,0.900990099009901,0.8777777777777778,0.8777777777777778,0.8695652173913043,0.9325842696629214,0.9294117647058824
3SL6_JN8,0.8313253012048193,0.8282828282828283,0.8505747126436781,0.8470588235294118,0.8256880733944953,0.8478260869565217,0.92,0.8620689655172413,0.8620689655172413,0.8780487804878049,0.8367346938775511,0.8431372549019608,0.8446601941747574,0.854368932038835,0.84,0.8279569892473118,0.8041237113402062,0.8333333333333334,0.81,0.8431372549019608,0.8200000000000001,0.8137254901960784,0.8,0.912621359223301,0.8571428571428572,0.8317757009345794,0.912621359223301,0.525,0.0,0.9083333333333333,0.8782608695652174,0.8782608695652174,0.8981481481481481,0.898989898989899,0.8021978021978022,0.8571428571428572,0.8426966292134832,0.9120879120879121
6KK0_M36,0.9032258064516129,0.8365384615384616,0.8829787234042553,0.9042553191489362,0.8434782608695652,0.900990099009901,0.9238095238095239,0.8444444444444444,0.8444444444444444,0.8588235294117648,0.8557692307692308,0.8504672897196262,0.8623853211009174,0.8611111111111112,0.8584905660377359,0.8367346938775511,0.8365384615384616,0.8623853211009174,0.8518518518518519,0.8504672897196262,0.839622641509434,0.822429906542056,0.8317757009345794,0.9065420560747663,0.9058823529411765,0.8392857142857143,0.875,0.911504424778761,0.9083333333333333,0.0,0.8925619834710744,0.8925619834710744,0.5238095238095238,0.9038461538461539,0.8484848484848485,0.8857142857142857,0.8631578947368421,0.8571428571428572
2FM0_M98,0.9010989010989011,0.8446601941747574,0.8924731182795699,0.9021739130434783,0.8706896551724138,0.8877551020408163,0.8787878787878788,0.9032258064516129,0.9032258064516129,0.9325842696629214,0.875,0.8796296296296297,0.8807339449541285,0.9,0.8773584905660378,0.8210526315789474,0.8333333333333334,0.8155339805825242,0.7551020408163265,0.8252427184466019,0.8137254901960784,0.8301886792452831,0.8285714285714285,0.8942307692307693,0.9294117647058824,0.8256880733944953,0.9150943396226415,0.8691588785046729,0.8782608695652174,0.8925619834710744,0.0,0.0,0.9203539823008849,0.8686868686868687,0.782608695652174,0.7362637362637363,0.8222222222222222,0.8
2FM5_M99,0.9010989010989011,0.8446601941747574,0.8924731182795699,0.9021739130434783,0.8706896551724138,0.8877551020408163,0.8787878787878788,0.9032258064516129,0.9032258064516129,0.9325842696629214,0.875,0.8796296296296297,0.8807339449541285,0.9,0.8773584905660378,0.8210526315789474,0.8333333333333334,0.8155339805825242,0.7551020408163265,0.8252427184466019,0.8137254901960784,0.8301886792452831,0.8285714285714285,0.8942307692307693,0.9294117647058824,0.8256880733944953,0.9150943396226415,0.8691588785046729,0.8782608695652174,0.8925619834710744,0.0,0.0,0.9203539823008849,0.8686868686868687,0.782608695652174,0.7362637362637363,0.8222222222222222,0.8
6KJZ_MKU,0.9156626506024097,0.8645833333333334,0.8795180722891567,0.9036144578313253,0.8796296296296297,0.9,0.925531914893617,0.8354430379746836,0.8354430379746836,0.8356164383561644,0.8111111111111111,0.8315789473684211,0.8333333333333334,0.8315789473684211,0.8279569892473118,0.8409090909090909,0.8404255319148937,0.88,0.8686868686868687,0.8556701030927836,0.84375,0.86,0.87,0.90625,0.92,0.854368932038835,0.8586956521739131,0.900990099009901,0.8981481481481481,0.5238095238095238,0.9203539823008849,0.9203539823008849,0.0,0.9263157894736842,0.8539325842696629,0.8947368421052632,0.8705882352941177,0.8780487804878049
2QYN_NPV,0.8732394366197183,0.875,0.8783783783783784,0.8904109589041096,0.9117647058823529,0.7285714285714286,0.5081967213114754,0.9210526315789473,0.9210526315789473,0.9285714285714286,0.9101123595505618,0.9139784946236559,0.9263157894736842,0.925531914893617,0.9120879120879121,0.891566265060241,0.9120879120879121,0.8791208791208791,0.9032258064516129,0.9368421052631579,0.8777777777777778,0.8817204301075269,0.8681318681318682,0.7162162162162162,0.890625,0.851063829787234,0.9080459770114943,0.8777777777777778,0.898989898989899,0.9038461538461539,0.8686868686868687,0.8686868686868687,0.9263157894736842,0.0,0.8641975308641976,0.8554216867469879,0.925,0.8611111111111112
1XON_PIL,0.8888888888888888,0.6973684210526316,0.8309859154929577,0.8591549295774648,0.7666666666666666,0.8734177215189873,0.8902439024390244,0.8285714285714285,0.8285714285714285,0.828125,0.8170731707317074,0.8255813953488372,0.8275862068965517,0.8255813953488372,0.8214285714285714,0.6060606060606061,0.6438356164383562,0.6578947368421053,0.725,0.6883116883116883,0.6351351351351351,0.6493506493506493,0.6266666666666667,0.8823529411764706,0.890625,0.8,0.8554216867469879,0.8777777777777778,0.8021978021978022,0.8484848484848485,0.782608695652174,0.782608695652174,0.8539325842696629,0.8641975308641976,0.0,0.4426229508196722,0.6129032258064516,0.7941176470588236
1XOQ_ROF,0.8933333333333333,0.7560975609756098,0.8831168831168831,0.88,0.8367346938775511,0.8780487804878049,0.8941176470588236,0.8513513513513513,0.8513513513513513,0.9014084507042254,0.8764044943820225,0.8817204301075269,0.8709677419354839,0.8817204301075269,0.8791208791208791,0.8271604938271605,0.8275862068965517,0.7931034482758621,0.7349397590361446,0.8444444444444444,0.8181818181818181,0.797752808988764,0.7816091954022988,0.8604651162790697,0.8955223880597015,0.8191489361702128,0.9111111111111111,0.8695652173913043,0.8571428571428572,0.8857142857142857,0.7362637362637363,0.7362637362637363,0.8947368421052632,0.8554216867469879,0.4426229508196722,0.0,0.8441558441558441,0.75
3G4K_ROL,0.9117647058823529,0.8518518518518519,0.8676470588235294,0.8970588235294118,0.7647058823529411,0.9078947368421053,0.9102564102564102,0.8307692307692307,0.8307692307692307,0.8103448275862069,0.7866666666666666,0.7974683544303798,0.8,0.7974683544303798,0.7922077922077921,0.6129032258064516,0.6323529411764706,0.6666666666666667,0.72,0.6619718309859155,0.6428571428571428,0.6756756756756757,0.6712328767123288,0.9146341463414634,0.9166666666666666,0.813953488372093,0.8734177215189873,0.9325842696629214,0.8426966292134832,0.8631578947368421,0.8222222222222222,0.8222222222222222,0.8705882352941177,0.925,0.6129032258064516,0.8441558441558441,0.0,0.7540983606557377
1XOR_ZAR,0.90625,0.8289473684210527,0.859375,0.890625,0.7682926829268293,0.8873239436619719,0.9054054054054054,0.819672131147541,0.819672131147541,0.7962962962962963,0.7916666666666666,0.8026315789473684,0.7894736842105263,0.8026315789473684,0.7972972972972973,0.8115942028985508,0.8133333333333334,0.7397260273972603,0.7567567567567568,0.8333333333333334,0.7702702702702703,0.7466666666666666,0.7432432432432432,0.9102564102564102,0.8490566037735849,0.7901234567901234,0.881578947368421,0.9294117647058824,0.9120879120879121,0.8571428571428572,0.8,0.8,0.8780487804878049,0.8611111111111112,0.7941176470588236,0.75,0.7540983606557377,0.0
