,5ZC5_09I,1GI7_120,1GI9_123,1GJC_130,1GJ7_132,1GJ8_133,1GJ9_134,1GJA_135,1GJD_136,1OWH_239,5ZA8_27I,5ZAF_28I,1SC8_2IN,5ZAJ_32I,3IG6_438,1OWD_497,2R2W_4PG,5ZA9_50I,1VJ9_5IN,1O3P_655,1OWE_675,1O5A_696,1VJA_7IN,5ZAG_94I,1EJN_AGB,6NMB_AMH,1F5L_AMR,1O5C_CR9,2VIQ_D55,2VIW_D56,5ZAE_EAU,1C5X_ESI,1C5Y_ESP,5ZA7_HMX,2VIO_L1O,2VIP_L1R,2VNT_QGG,1W0Z_SI1,1W11_SK1,1W13_SM1,1SQA_UI1,1SQO_UI2,1SQT_UI3,2VIV_VG2
1O5A_696,0.8636363636363636,0.6206896551724138,0.6825396825396826,0.6229508196721312,0.4814814814814815,0.8148148148148149,0.7142857142857143,0.8253968253968254,0.8974358974358975,0.7846153846153846,0.891566265060241,0.8765432098765432,0.8133333333333334,0.898876404494382,0.8387096774193549,0.7972972972972973,0.8253968253968254,0.8554216867469879,0.8292682926829268,0.564516129032258,0.728813559322034,0.0,0.8108108108108107,0.8875,0.8918918918918919,0.9090909090909091,0.9047619047619048,0.7105263157894737,0.8961038961038961,0.9069767441860466,0.8625,0.7678571428571428,0.7894736842105263,0.8840579710144928,0.8666666666666667,0.8666666666666667,0.8181818181818181,0.8674698795180723,0.8271604938271605,0.8571428571428572,0.8026315789473684,0.7704918032786885,0.8333333333333334,0.9012345679012346
1VJA_7IN,0.875,0.8571428571428572,0.8902439024390244,0.8051948051948052,0.8461538461538461,0.8817204301075269,0.8854166666666666,0.7384615384615385,0.8536585365853658,0.7571428571428571,0.8888888888888888,0.875,0.20370370370370372,0.8842105263157894,0.8737864077669903,0.8024691358024691,0.6984126984126984,0.8555555555555556,0.17543859649122806,0.8850574712643678,0.7424242424242424,0.8108108108108107,0.0,0.8850574712643678,0.75,0.9032258064516129,0.8676470588235294,0.9292929292929293,0.8795180722891567,0.9032258064516129,0.8620689655172413,0.9,0.9,0.9240506329113924,0.8656716417910448,0.8518518518518519,0.875,0.4545454545454546,0.2542372881355932,0.375,0.7625,0.7794117647058824,0.8072289156626506,0.8977272727272727
5ZAG_94I,0.3970588235294118,0.8875,0.891566265060241,0.8375,0.9166666666666666,0.8829787234042553,0.8631578947368421,0.8142857142857143,0.8414634146341463,0.7945205479452055,0.2586206896551724,0.24561403508771928,0.898876404494382,0.3787878787878788,0.8640776699029127,0.8604651162790697,0.7971014492753623,0.3492063492063492,0.8829787234042553,0.8735632183908046,0.782608695652174,0.8875,0.8850574712643678,0.0,0.8026315789473684,0.8870967741935484,0.6551724137931034,0.8969072164948454,0.8941176470588236,0.8023255813953488,0.30508474576271183,0.9315068493150684,0.8529411764705882,0.6349206349206349,0.9,0.9069767441860466,0.8372093023255813,0.8555555555555556,0.8571428571428572,0.8461538461538461,0.8372093023255813,0.8648648648648649,0.8095238095238095,0.7901234567901234
1EJN_AGB,0.8,0.9066666666666666,0.9102564102564102,0.868421052631579,0.9230769230769231,0.8735632183908046,0.8651685393258427,0.711864406779661,0.7777777777777778,0.6271186440677966,0.810126582278481,0.7922077922077921,0.7702702702702703,0.8235294117647058,0.865979381443299,0.7866666666666666,0.5384615384615384,0.8024691358024691,0.775,0.8902439024390244,0.7166666666666667,0.8918918918918919,0.75,0.8026315789473684,0.0,0.8727272727272728,0.8360655737704918,0.9130434782608696,0.8701298701298701,0.8837209302325582,0.7922077922077921,0.890625,0.890625,0.9027777777777778,0.8888888888888888,0.8552631578947368,0.8795180722891567,0.72,0.7236842105263157,0.6,0.7432432432432432,0.8676470588235294,0.8375,0.8625
6NMB_AMH,0.904109589041096,0.9473684210526316,0.95,0.9333333333333333,0.9491525423728814,0.9589041095890412,0.9324324324324325,0.8979591836734694,0.935483870967742,0.8431372549019608,0.8923076923076922,0.890625,0.9047619047619048,0.9014084507042254,0.8571428571428572,0.8688524590163934,0.851063829787234,0.8970588235294118,0.9142857142857143,0.9047619047619048,0.8541666666666666,0.9090909090909091,0.9032258064516129,0.8870967741935484,0.8727272727272728,0.0,0.8863636363636364,0.9315068493150684,0.8983050847457628,0.8615384615384616,0.890625,0.9574468085106383,0.9574468085106383,0.86,0.8292682926829268,0.8983050847457628,0.8548387096774194,0.9117647058823529,0.8970588235294118,0.9142857142857143,0.890625,0.9423076923076923,0.9076923076923077,0.85
1F5L_AMR,0.7101449275362319,0.85,0.875,0.8769230769230769,0.890625,0.8961038961038961,0.926829268292683,0.8333333333333334,0.828125,0.8070175438596492,0.6721311475409837,0.6666666666666667,0.8695652173913043,0.7014925373134329,0.9101123595505618,0.8181818181818181,0.8113207547169812,0.6875,0.8666666666666667,0.8857142857142857,0.8148148148148149,0.9047619047619048,0.8676470588235294,0.6551724137931034,0.8360655737704918,0.8863636363636364,0.0,0.9259259259259259,0.8787878787878788,0.863013698630137,0.6666666666666667,0.9259259259259259,0.8846153846153846,0.6799999999999999,0.8367346938775511,0.84375,0.8732394366197183,0.8783783783783784,0.88,0.8666666666666667,0.8235294117647058,0.8363636363636364,0.8732394366197183,0.8529411764705882
1O5C_CR9,0.8316831683168316,0.6756756756756757,0.6883116883116883,0.725,0.7341772151898734,0.575,0.5,0.9047619047619048,0.8936170212765957,0.8850574712643678,0.8888888888888888,0.8877551020408163,0.9299999999999999,0.8737864077669903,0.8113207547169812,0.8617021276595744,0.9176470588235294,0.87,0.9245283018867925,0.42647058823529416,0.8795180722891567,0.7105263157894737,0.9292929292929293,0.8969072164948454,0.9130434782608696,0.9315068493150684,0.9259259259259259,0.0,0.8924731182795699,0.9019607843137255,0.8645833333333334,0.8082191780821918,0.8243243243243243,0.8953488372093024,0.9113924050632911,0.8681318681318682,0.8279569892473118,0.9333333333333333,0.9238095238095239,0.9245283018867925,0.8762886597938144,0.8518518518518519,0.8762886597938144,0.8969072164948454
2VIQ_D55,0.8709677419354839,0.881578947368421,0.8421052631578947,0.9146341463414634,0.9125,0.8522727272727273,0.8817204301075269,0.8382352941176471,0.8026315789473684,0.7647058823529411,0.8977272727272727,0.896551724137931,0.8674698795180723,0.8804347826086957,0.8585858585858586,0.7792207792207793,0.8382352941176471,0.8888888888888888,0.8777777777777778,0.8674698795180723,0.7878787878787878,0.8961038961038961,0.8795180722891567,0.8941176470588236,0.8701298701298701,0.8983050847457628,0.8787878787878788,0.8924731182795699,0.0,0.4769230769230769,0.896551724137931,0.8787878787878788,0.8955223880597015,0.935064935064935,0.6727272727272727,0.59375,0.8837209302325582,0.8620689655172413,0.8764044943820225,0.8777777777777778,0.7532467532467533,0.8235294117647058,0.8148148148148149,0.5538461538461539
2VIW_D56,0.7872340425531915,0.9069767441860466,0.8977272727272727,0.9347826086956522,0.9090909090909091,0.8888888888888888,0.892156862745098,0.8717948717948718,0.7951807228915663,0.8076923076923077,0.8089887640449438,0.8202247191011236,0.8924731182795699,0.7956989247311828,0.8598130841121495,0.8160919540229885,0.8717948717948718,0.8152173913043479,0.9,0.8804347826086957,0.8289473684210527,0.9069767441860466,0.9032258064516129,0.8023255813953488,0.8837209302325582,0.8615384615384616,0.863013698630137,0.9019607843137255,0.4769230769230769,0.0,0.8202247191011236,0.9078947368421053,0.922077922077922,0.8026315789473684,0.6101694915254237,0.6056338028169015,0.7931034482758621,0.8865979381443299,0.898989898989899,0.9,0.7790697674418605,0.858974358974359,0.8461538461538461,0.3114754098360656
5ZAE_EAU,0.34328358208955223,0.8481012658227848,0.8536585365853658,0.8271604938271605,0.8928571428571429,0.8617021276595744,0.8421052631578947,0.7857142857142857,0.8313253012048193,0.7837837837837838,0.33870967741935487,0.27118644067796616,0.8764044943820225,0.42028985507246375,0.8333333333333334,0.8505747126436781,0.7681159420289855,0.29032258064516125,0.8617021276595744,0.8372093023255813,0.7536231884057971,0.8625,0.8620689655172413,0.30508474576271183,0.7922077922077921,0.890625,0.6666666666666667,0.8645833333333334,0.896551724137931,0.8202247191011236,0.0,0.8888888888888888,0.8235294117647058,0.6461538461538461,0.9027777777777778,0.8837209302325582,0.8409090909090909,0.8461538461538461,0.8351648351648352,0.8241758241758241,0.813953488372093,0.8378378378378378,0.8275862068965517,0.8095238095238095
1C5X_ESI,0.8734177215189873,0.7894736842105263,0.8387096774193549,0.859375,0.7758620689655172,0.8513513513513513,0.8571428571428572,0.875,0.8461538461538461,0.8666666666666667,0.9342105263157895,0.9189189189189189,0.8857142857142857,0.9390243902439024,0.9101123595505618,0.9014084507042254,0.875,0.8947368421052632,0.9102564102564102,0.8181818181818181,0.8571428571428572,0.7678571428571428,0.9,0.9315068493150684,0.890625,0.9574468085106383,0.9259259259259259,0.8082191780821918,0.8787878787878788,0.9078947368421053,0.8888888888888888,0.0,0.6190476190476191,0.935483870967742,0.8823529411764706,0.8615384615384616,0.8888888888888888,0.922077922077922,0.9090909090909091,0.9102564102564102,0.8405797101449275,0.7924528301886793,0.8888888888888888,0.9166666666666666
1C5Y_ESP,0.8441558441558441,0.7678571428571428,0.8,0.8412698412698413,0.7966101694915254,0.8513513513513513,0.8860759493670887,0.875,0.8970588235294118,0.8666666666666667,0.8591549295774648,0.8571428571428572,0.9014084507042254,0.8552631578947368,0.8977272727272727,0.8857142857142857,0.875,0.8169014084507042,0.9102564102564102,0.8,0.8363636363636364,0.7894736842105263,0.9,0.8529411764705882,0.890625,0.9574468085106383,0.8846153846153846,0.8243243243243243,0.8955223880597015,0.922077922077922,0.8235294117647058,0.6190476190476191,0.0,0.8813559322033898,0.8823529411764706,0.8787878787878788,0.8571428571428572,0.922077922077922,0.9090909090909091,0.9102564102564102,0.8059701492537313,0.72,0.8405797101449275,0.9166666666666666
5ZA7_HMX,0.6712328767123288,0.9,0.904109589041096,0.92,0.8873239436619719,0.9186046511627907,0.896551724137931,0.9076923076923077,0.8933333333333333,0.8823529411764706,0.6515151515151515,0.6461538461538461,0.925,0.6619718309859155,0.8829787234042553,0.8974358974358975,0.9076923076923077,0.6666666666666667,0.9310344827586207,0.8831168831168831,0.875,0.8840579710144928,0.9240506329113924,0.6349206349206349,0.9027777777777778,0.86,0.6799999999999999,0.8953488372093024,0.935064935064935,0.8026315789473684,0.6461538461538461,0.935483870967742,0.8813559322033898,0.0,0.8596491228070176,0.9066666666666666,0.7777777777777778,0.9294117647058824,0.9302325581395349,0.9310344827586207,0.8717948717948718,0.8923076923076922,0.9,0.7887323943661972
