,4HIQ_16V,4HJS_18J,3D2T_1FL,3CFN_2AN,4HIS_3MI,5BOJ_4TX,4DES_57D,3CFT_5NS,5IHH_6B5,5L4F_6J1,5L4I_6J3,5L4J_6JD,5EN3_7LU,1TYR_9CR,4DER_AGI,6GRP_F4Z,6GR7_F52,1BM7_FLF,4ABU_FT1,4ABV_FT2,4N87_GBJ,3KGU_GEN,3FC8_IFA,3FCB_IFB,3IPB_JZD,3IPE_JZE,4DET_KMP,5AYT_L6Y,4DEW_LU2,4Y9E_MKT,4DEU_NAR,1DVZ_OFL,1U21_P2C,1E4H_PBR,2G5U_PCQ,5L4M_SBK,1E5A_TBP,4D7B_TCW
4N87_GBJ,0.9259259259259259,0.9014084507042254,0.8823529411764706,0.9295774647887324,0.904109589041096,0.9027777777777778,0.8333333333333334,0.921875,0.8115942028985508,0.9,0.8767123287671232,0.8490566037735849,0.8382352941176471,0.9090909090909091,0.7936507936507937,0.875,0.921875,0.9178082191780822,0.8676470588235294,0.8823529411764706,0.0,0.8153846153846154,0.9176470588235294,0.927710843373494,0.9078947368421053,0.9078947368421053,0.8153846153846154,0.9315068493150684,0.8,0.8904109589041096,0.746031746031746,0.9428571428571428,0.9054054054054054,0.9423076923076923,0.8867924528301887,0.8923076923076922,0.8867924528301887,0.8695652173913043
3KGU_GEN,0.8955223880597015,0.8793103448275862,0.7647058823529411,0.8947368421052632,0.8448275862068966,0.9,0.6086956521739131,0.9019607843137255,0.6981132075471699,0.8478260869565217,0.9047619047619048,0.7692307692307692,0.7058823529411764,0.9402985074626866,0.5,0.8888888888888888,0.9019607843137255,0.9,0.8571428571428572,0.875,0.8153846153846154,0.0,0.855072463768116,0.8484848484848485,0.90625,0.90625,0.4390243902439024,0.8596491228070176,0.5869565217391304,0.7857142857142857,0.7058823529411764,0.8909090909090909,0.9032258064516129,0.9230769230769231,0.85,0.9074074074074074,0.8780487804878049,0.8181818181818181
3FC8_IFA,0.8289473684210527,0.8235294117647058,0.6071428571428572,0.9166666666666666,0.8918918918918919,0.8428571428571429,0.8873239436619719,0.9242424242424242,0.8493150684931507,0.8666666666666667,0.88,0.875,0.8904109589041096,0.9382716049382716,0.8695652173913043,0.8983050847457628,0.873015873015873,0.8591549295774648,0.8714285714285714,0.8695652173913043,0.9176470588235294,0.855072463768116,0.0,0.21568627450980393,0.8513513513513513,0.8513513513513513,0.855072463768116,0.8732394366197183,0.8888888888888888,0.863013698630137,0.8904109589041096,0.8656716417910448,0.863013698630137,0.9245283018867925,0.8703703703703703,0.8787878787878788,0.8909090909090909,0.8405797101449275
3FCB_IFB,0.8378378378378378,0.8333333333333334,0.5576923076923077,0.8970588235294118,0.8714285714285714,0.835820895522388,0.8656716417910448,0.9206349206349207,0.8904109589041096,0.8793103448275862,0.875,0.8679245283018868,0.8857142857142857,0.9358974358974359,0.8636363636363636,0.8928571428571429,0.847457627118644,0.835820895522388,0.8823529411764706,0.8805970149253731,0.927710843373494,0.8484848484848485,0.21568627450980393,0.0,0.8450704225352113,0.8450704225352113,0.8484848484848485,0.8507462686567164,0.8840579710144928,0.8732394366197183,0.8857142857142857,0.8412698412698413,0.8571428571428572,0.92,0.8627450980392157,0.8548387096774194,0.8846153846153846,0.8507462686567164
3IPB_JZD,0.7692307692307692,0.8548387096774194,0.8103448275862069,0.7454545454545455,0.7833333333333333,0.7796610169491526,0.8524590163934427,0.8727272727272728,0.8970588235294118,0.9074074074074074,0.6363636363636364,0.8979591836734694,0.875,0.9305555555555556,0.9047619047619048,0.8571428571428572,0.7083333333333333,0.56,0.8135593220338984,0.8103448275862069,0.9078947368421053,0.90625,0.8513513513513513,0.8450704225352113,0.0,0.0,0.90625,0.8166666666666667,0.9076923076923077,0.9117647058823529,0.9090909090909091,0.6041666666666667,0.31818181818181823,0.9565217391304348,0.8444444444444444,0.75,0.9166666666666666,0.890625
3IPE_JZE,0.7692307692307692,0.8548387096774194,0.8103448275862069,0.7454545454545455,0.7833333333333333,0.7796610169491526,0.8524590163934427,0.8727272727272728,0.8970588235294118,0.9074074074074074,0.6363636363636364,0.8979591836734694,0.875,0.9305555555555556,0.9047619047619048,0.8571428571428572,0.7083333333333333,0.56,0.8135593220338984,0.8103448275862069,0.9078947368421053,0.90625,0.8513513513513513,0.8450704225352113,0.0,0.0,0.90625,0.8166666666666667,0.9076923076923077,0.9117647058823529,0.9090909090909091,0.6041666666666667,0.31818181818181823,0.9565217391304348,0.8444444444444444,0.75,0.9166666666666666,0.890625
4DET_KMP,0.8955223880597015,0.8596491228070176,0.7884615384615384,0.8947368421052632,0.8245614035087719,0.9,0.5454545454545454,0.9019607843137255,0.6470588235294117,0.8222222222222222,0.9047619047619048,0.7692307692307692,0.653061224489796,0.9558823529411765,0.42500000000000004,0.8888888888888888,0.9019607843137255,0.9,0.8363636363636364,0.875,0.8153846153846154,0.4390243902439024,0.855072463768116,0.8484848484848485,0.90625,0.90625,0.0,0.8793103448275862,0.5227272727272727,0.7169811320754718,0.6799999999999999,0.9107142857142857,0.9032258064516129,0.8947368421052632,0.8205128205128205,0.9074074074074074,0.85,0.7962962962962963
5AYT_L6Y,0.8636363636363636,0.9180327868852459,0.8148148148148149,0.8148148148148149,0.847457627118644,0.8833333333333333,0.8181818181818181,0.8125,0.8888888888888888,0.92,0.8333333333333334,0.8863636363636364,0.8833333333333333,0.9253731343283582,0.8771929824561404,0.9375,0.86,0.8035714285714286,0.9166666666666666,0.9333333333333333,0.9315068493150684,0.8596491228070176,0.8732394366197183,0.8507462686567164,0.8166666666666667,0.8166666666666667,0.8793103448275862,0.0,0.8813559322033898,0.8870967741935484,0.8833333333333333,0.8076923076923077,0.8103448275862069,0.9512195121951219,0.9318181818181819,0.8679245283018868,0.9318181818181819,0.8421052631578947
4DEW_LU2,0.8970588235294118,0.8813559322033898,0.7924528301886793,0.8771929824561404,0.8275862068965517,0.8833333333333333,0.2894736842105263,0.8823529411764706,0.25,0.851063829787234,0.90625,0.8333333333333334,0.23684210526315785,0.9411764705882353,0.2222222222222222,0.8913043478260869,0.9038461538461539,0.9016393442622951,0.8596491228070176,0.8771929824561404,0.8,0.5869565217391304,0.8888888888888888,0.8840579710144928,0.9076923076923077,0.9076923076923077,0.5227272727272727,0.8813559322033898,0.0,0.7678571428571428,0.7358490566037736,0.9122807017543859,0.9047619047619048,0.925,0.8536585365853658,0.9090909090909091,0.8809523809523809,0.8421052631578947
4Y9E_MKT,0.8529411764705882,0.8103448275862069,0.864406779661017,0.9193548387096774,0.873015873015873,0.8888888888888888,0.7636363636363637,0.9285714285714286,0.7627118644067796,0.8125,0.9264705882352942,0.8936170212765957,0.7719298245614035,0.9130434782608696,0.7592592592592593,0.8979591836734694,0.8888888888888888,0.9230769230769231,0.847457627118644,0.864406779661017,0.8904109589041096,0.7857142857142857,0.863013698630137,0.8732394366197183,0.9117647058823529,0.9117647058823529,0.7169811320754718,0.8870967741935484,0.7678571428571428,0.0,0.8524590163934427,0.9344262295081968,0.9253731343283582,0.9047619047619048,0.8636363636363636,0.8947368421052632,0.8372093023255813,0.8103448275862069
4DEU_NAR,0.8985507246376812,0.8833333333333333,0.8392857142857143,0.9166666666666666,0.8688524590163934,0.9032258064516129,0.7307692307692308,0.9056603773584906,0.7966101694915254,0.8775510204081632,0.890625,0.7804878048780488,0.7857142857142857,0.9420289855072463,0.6734693877551021,0.8936170212765957,0.9056603773584906,0.9032258064516129,0.8620689655172413,0.8793103448275862,0.746031746031746,0.7058823529411764,0.8904109589041096,0.8857142857142857,0.9090909090909091,0.9090909090909091,0.6799999999999999,0.8833333333333333,0.7358490566037736,0.8524590163934427,0.0,0.9137931034482758,0.90625,0.926829268292683,0.8837209302325582,0.8909090909090909,0.8837209302325582,0.8448275862068966
1DVZ_OFL,0.8360655737704918,0.8928571428571429,0.7755102040816326,0.7234042553191489,0.7924528301886793,0.8545454545454545,0.8490566037735849,0.8723404255319149,0.9180327868852459,0.9130434782608696,0.6799999999999999,0.875,0.9137931034482758,0.9032258064516129,0.9090909090909091,0.9318181818181819,0.8478260869565217,0.42500000000000004,0.8909090909090909,0.9090909090909091,0.9428571428571428,0.8909090909090909,0.8656716417910448,0.8412698412698413,0.6041666666666667,0.6041666666666667,0.9107142857142857,0.8076923076923077,0.9122807017543859,0.9344262295081968,0.9137931034482758,0.0,0.5869565217391304,0.9459459459459459,0.925,0.88,0.925,0.8928571428571429
1U21_P2C,0.8529411764705882,0.8688524590163934,0.8035714285714286,0.7358490566037736,0.7966101694915254,0.8524590163934427,0.847457627118644,0.8679245283018868,0.8939393939393939,0.9038461538461539,0.6481481481481481,0.8936170212765957,0.8709677419354839,0.9285714285714286,0.9016393442622951,0.851063829787234,0.75,0.5416666666666667,0.8070175438596492,0.8245614035087719,0.9054054054054054,0.9032258064516129,0.863013698630137,0.8571428571428572,0.31818181818181823,0.31818181818181823,0.9032258064516129,0.8103448275862069,0.9047619047619048,0.9253731343283582,0.90625,0.5869565217391304,0.0,0.9545454545454546,0.8372093023255813,0.7884615384615384,0.9130434782608696,0.8870967741935484
1E4H_PBR,0.96,0.8974358974358975,0.9210526315789473,0.9487179487179487,0.9534883720930233,0.9523809523809523,0.9230769230769231,0.9375,0.9318181818181819,0.8076923076923077,0.9555555555555556,0.8695652173913043,0.926829268292683,0.9574468085106383,0.9210526315789473,0.88,0.9032258064516129,0.9523809523809523,0.9230769230769231,0.9210526315789473,0.9423076923076923,0.9230769230769231,0.9245283018867925,0.92,0.9565217391304348,0.9565217391304348,0.8947368421052632,0.9512195121951219,0.925,0.9047619047619048,0.926829268292683,0.9459459459459459,0.9545454545454546,0.0,0.8,0.9428571428571428,0.6666666666666667,0.868421052631579
2G5U_PCQ,0.9230769230769231,0.8536585365853658,0.8461538461538461,0.9024390243902439,0.8333333333333334,0.9090909090909091,0.85,0.9142857142857143,0.8666666666666667,0.7931034482758621,0.8666666666666667,0.8461538461538461,0.8,0.9607843137254902,0.8461538461538461,0.6666666666666667,0.7741935483870968,0.9090909090909091,0.7894736842105263,0.7837837837837838,0.8867924528301887,0.85,0.8703703703703703,0.8627450980392157,0.8444444444444444,0.8444444444444444,0.8205128205128205,0.9318181818181819,0.8536585365853658,0.8636363636363636,0.8837209302325582,0.925,0.8372093023255813,0.8,0.0,0.7941176470588236,0.7272727272727273,0.8536585365853658
5L4M_SBK,0.7894736842105263,0.8888888888888888,0.8627450980392157,0.8846153846153846,0.7843137254901961,0.803921568627451,0.8867924528301887,0.8913043478260869,0.896551724137931,0.8837209302325582,0.7924528301886793,0.8974358974358975,0.8703703703703703,0.9,0.9056603773584906,0.59375,0.4545454545454546,0.8703703703703703,0.8200000000000001,0.8163265306122449,0.8923076923076922,0.9074074074074074,0.8787878787878788,0.8548387096774194,0.75,0.75,0.9074074074074074,0.8679245283018868,0.9090909090909091,0.8947368421052632,0.8909090909090909,0.88,0.7884615384615384,0.9428571428571428,0.7941176470588236,0.0,0.8918918918918919,0.8888888888888888
1E5A_TBP,0.9230769230769231,0.8536585365853658,0.875,0.9285714285714286,0.9111111111111111,0.9090909090909091,0.8780487804878049,0.9142857142857143,0.8666666666666667,0.7931034482758621,0.9375,0.8461538461538461,0.8837209302325582,0.9607843137254902,0.875,0.8148148148148149,0.8823529411764706,0.9090909090909091,0.8780487804878049,0.875,0.8867924528301887,0.8780487804878049,0.8909090909090909,0.8846153846153846,0.9166666666666666,0.9166666666666666,0.85,0.9318181818181819,0.8809523809523809,0.8372093023255813,0.8837209302325582,0.925,0.9130434782608696,0.6666666666666667,0.7272727272727273,0.8918918918918919,0.0,0.8536585365853658
4D7B_TCW,0.8095238095238095,0.8214285714285714,0.7924528301886793,0.9152542372881356,0.847457627118644,0.8035714285714286,0.8596491228070176,0.9038461538461539,0.8333333333333334,0.5,0.8709677419354839,0.8333333333333334,0.8448275862068966,0.9090909090909091,0.8363636363636364,0.8913043478260869,0.8823529411764706,0.8833333333333333,0.8392857142857143,0.8571428571428572,0.8695652173913043,0.8181818181818181,0.8405797101449275,0.8507462686567164,0.890625,0.890625,0.7962962962962963,0.8421052631578947,0.8421052631578947,0.8103448275862069,0.8448275862068966,0.8928571428571429,0.8870967741935484,0.868421052631579,0.8536585365853658,0.8888888888888888,0.8536585365853658,0.0
